837452475053576200, 00:51 Temp. 5.7°C, Hum. 85%, Dewp. 2.6°C, Bar. 1012.8 hpa, Rain Today 0 mm, Wind 348° 1.0 km/h, 52.35548, 4.80548, <a href="http://plus.meteoware.com/netatmo/" rel="nofollow">MeteoWare Plus+</a>, 19116083, en, 1488499203824, , , 
837456280193228800, AX UnitTest: testStatusUpdate with location - Latitude 52,21 Longitude 4,86 - A1883B04-4F93-409E-84A0-96BEE2C1AC56, 52.207715, 4.861057, <a href="http://www.sgautomatisering.nl" rel="nofollow">SG Markt Demo</a>, 318335985, en, 1488500111040, , , 
837457224708550700, A1 Amsterdam https://t.co/wWcL6srWrL #p2000, 52.3738007, 4.8909347, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1488500336230, , , 
837457302231859200, #AMSTERDAM #AML | Prio: 1 Letsel Provincialeweg - N236 Amsterdam | https://t.co/cxCFRSH1Yk, 52.330523, 4.979808, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1488500354713, , , 
837457329155158000, Prio: 1 Vechtpartij Anna van Burenstraat 1055VK Amsterdam https://t.co/Dy9usOfHgu #p2000, 52.3799218, 4.8601667, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1488500361132, , , 
837457338214793200, #AMSTERDAM #AML | Prio: 1 Vechtpartij Anna van Burenstraat 1055VK Amsterdam | https://t.co/qYOXW1O06H, 52.380001, 4.86005, <a href="http://112alarm.net" rel="nofollow">112alarm.net</a>, 19140633, nl, 1488500363292, , , 
837457857129885700, A capella version as gran finale by @honeysucklehive in Amsterdam @… https://t.co/N62N5nMC4s, 52.375, 4.93043, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 150843330, en, 1488500487011, , , 
837458257199382500, A2 13111 Rit 26211 Amsterdam Anna van Burenstraat 1055VK 11 3 https://t.co/e3DWhLQOVH #p2000, 52.3799218, 4.8601667, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1488500582395, , , 
837458823010988000, 👾 #invader #8bit #amsterdam @ Amsterdam, Netherlands https://t.co/XgeHgtXBZK, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 331939193, nl, 1488500717295, , , 
837458917231898600, I took a boat tour of the city through the canals today. @… https://t.co/76XeGLowMk, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 136103469, en, 1488500739759, , , 
837459507399835600, #Grachtenfahrt 👫 ⚓ @ Amsterdam, Netherlands https://t.co/XTVKUZeDrG, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 284525914, nl, 1488500880466, , , 
837459832626085900, The cathedral around the corner of the building where Anne Frank was… https://t.co/9qpe5XLoPk, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 136103469, en, 1488500958006, , , 
837460015481032700, #alarm Prio: 1 Vechtpartij Anna van Burenstraat 1055VK Amsterdam - Anna van Burenstraat 11, 1055 Amsterdam, Netherlands, 52.3802992, 4.8599252, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1488501001602, , , 
837460017162948600, #alarm Prio: 1 Letsel Provincialeweg - N236 Amsterdam - Provincialeweg 25, 1506 MA Zaandam, Netherlands, 52.4388822, 4.8150559, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1488501002003, , , 
837460240169910300, LOOKING FOR A CAREER IN HAIR WE ARE HIRING AT UNIQUE TOUCH HAIR DESIGN. WE ARE LOCATED IN THE… https://t.co/ztp63QYqDN, 52.35363912, 4.88193794, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 130669788, en, 1488501055172, , , 
837460831398953000, 🔒 @ Amsterdam, Netherlands https://t.co/RXn46sLAY9, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 331939193, nl, 1488501196132, , , 
837461636692717600, A2 13110 Rit 26214 Amsterdam Marnixstraat 1016TG 170 Kazerne Hendrik https://t.co/mxqy2x8mdG #p2000, 52.3729206, 4.8759681, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1488501388129, , , 
837461989962178600, #🏍 💀 Eines von Tausenden, aber besonders kultig! Originalität kennt hier keine Grenzen, je… https://t.co/AconuN3uZ9, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 284525914, de, 1488501472355, , , 
837462719225819100, Amsterdam, Netherlands
3.0°C | 37.0°F
Humidity: 93%
Clear https://t.co/T8COAkBflD, 52.29999924, 4.76999998, <a href="http://twitter.com/akari_oozora" rel="nofollow">大空お天気</a>, 3132259671, en, 1488501646225, , , 
837462720752599000, @akari_oozora Source: "Vlietlanden Sunrise" by Tom Roeleveld on Flickr
https://t.co/QN1Nnif3mZ, 52.29999924, 4.76999998, <a href="http://twitter.com/akari_oozora" rel="nofollow">大空お天気</a>, 3146790737, en, 1488501646589, 837462719225819100, 3132259671, akari_oozora
837463010339930100, P 1 Brand Wegvervoer (Scooter) , Maasstraat Amsterdam [ 13GG02 13ASW ] https://t.co/kl9i1nnSHM #p2000, 52.3473288, 4.8952596, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1488501715632, , , 
