844337845078835200, 00:53 Temp. 4.9°C, Hum. 79%, Dewp. 0.6°C, Bar. 1012.5 hpa, Rain Today 0 mm, Wind 315° 1.0 km/h, 52.35548, 4.80548, <a href="http://plus.meteoware.com/netatmo/" rel="nofollow">MeteoWare Plus+</a>, 19116083, en, 1490140803962, , , 
844338314098458600, DLYDK | Amsterdam Arena | "Going up" by ntwettlaufer x tanyakangurphotography 📸#edc #edm… https://t.co/7bhPzD8hR3, 52.31375909, 4.94203107, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 41922448, en, 1490140915785, , , 
844338894678061000, 🛶 #netherlands #amsterdam #schooltrip #tourism @ Amsterdam, Netherlands https://t.co/kBgYZj3zfc, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 309823874, nl, 1490141054206, , , 
844338924873023500, Love this city...❤️#amsterdam #coty #conferance #wellaprofessionalsturkey #tusenida @ Amsterdam… https://t.co/LAcYZUzYd5, 52.37667637, 4.89786388, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 540440404, en, 1490141061405, , , 
844339565435412500, VIDEO: Amsterdam by 🚲 #travel #igtravel #travelgram #amsterdam @ Keizersgracht https://t.co/kvtOdv2xeo, 52.36666667, 4.88472222, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 141727537, de, 1490141214127, , , 
844339681194061800, Mallor @ Mallorca https://t.co/U68gjigt2X, 52.35344789, 4.88811152, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 245490342, es, 1490141241726, , , 
844341090215972900, Temprano ha de empezar a aprender quien quiera ser maestro en el arte. 💀♥ @ Amsterdam, Westerpark https://t.co/bbhprsMbUr, 52.38667646, 4.87391081, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 471288404, es, 1490141577663, , , 
844342164830216200, AX UnitTest: testStatusUpdate with location - Latitude 52,21 Longitude 4,86 - 9559446E-E5CA-42E5-9CF9-CA243D7DC50B, 52.207715, 4.861057, <a href="http://www.sgautomatisering.nl" rel="nofollow">SG Markt Demo</a>, 318335985, en, 1490141833871, , , 
844342716074881000, People say graffiti is ugly, irresponsible and childish... but that's only if it's done… https://t.co/V7Z6aMdyHx, 52.35873, 4.88197, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 21770646, en, 1490141965298, , , 
844343242615373800, DOLL INSPIRATION #inspiration #dollmaking #dollsarefun #dollartist #doll #art #artist… https://t.co/86PWWDNY87, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 21183126, en, 1490142090835, , , 
844343415642869800, #Amsterdam 😍💁🏻☀️🌼 #traveling #iamamsterdam #amsterdamworld #wishyouwerehere #magic @ Amsterdam,… https://t.co/PmKpiiPLLh, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 80899195, nl, 1490142132088, , , 
844344229568680000, Mobility and transport are crucial for a city to function properly. Amsterdam is considered the… https://t.co/wHPaiwNOLU, 52.36666667, 4.88333333, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 271595129, en, 1490142326143, , , 
844345034992439300, Dgbfv   #6iTest over, 52.3702157, 4.8951679, <a href="http://6i.nl" rel="nofollow">6i</a>, 600677100, de, 1490142518171, , , 
844346227030396900, I'm at Ramada Apollo Amsterdam Centre in Amsterdam, Noord-Holland https://t.co/kD0L5QvyM3, 52.36801857, 4.84410668, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 94238512, en, 1490142802375, , , 
844346406068371500, I am still in complete awe that I had the surreal experience of being inside the secret annex of… https://t.co/gcnOVRxAWq, 52.37517999, 4.88385201, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 758676834162737200, en, 1490142845061, , , 
844348656006262800, I miss you so much @ Amsterdam, Netherlands https://t.co/esYsiSadq6, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 269974888, en, 1490143381488, , , 
844349759842345000, A M S @ Amsterdam, Netherlands https://t.co/AFxW0uzBHF, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 478612654, nl, 1490143644663, , , 
844352001043501000, No 7 #no7 #number7 #doorbell #script #amsterdam #outandabout @ Amsterdam, Netherlands https://t.co/76w5lIjcQh, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 24552630, en, 1490144179007, , , 
844352547200610300, Josh Tillman aka #FatherJohnMisty in #amsterdamnoord ❌❌❌
• beautifully shot by @aterlaak… https://t.co/VAnncsdDF3, 52.4132555, 4.89139267, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 67458475, en, 1490144309221, , , 
844352772568989700, Ready for a new look this fall? Color.Me.Tiger.Eyes Kbal Super Natural &amp;. Search no more. We've… https://t.co/CjHlpo2K9L, 52.35363912, 4.88193794, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 130669788, en, 1490144362953, , , 
844353334416957400, I can't run 
 I'm a mermaid 

#mermaid #pose #cup #pout #amsterdam #maltesgirlinlondon @ Train… https://t.co/bIQIea4bVq, 52.38865748, 4.84074354, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 24552630, en, 1490144496908, , , 
844353735442649100, La paz que estoy necesitando 🙌 @ Vondelpark Holland https://t.co/jLiDIbsuBF, 52.35885094, 4.87058125, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 316078406, es, 1490144592520, , , 
844354633069973500, @cher Babe I can't believe we meet in just 7 wks from now...never thought this would ever happen again 😱😍💋💖, 52.3164588, 4.9695436, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 270425759, en, 1490144806531, 844354391645835300, 124003770, cher
844355426162360300, Sorry to be that annoying guy who documents the whole trip, but had… https://t.co/PnKQw4f3lN, 52.37216, 4.89468, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 1077745122, en, 1490144995619, , , 
844356520209006600, Just posted a photo @ Amsterdam, Netherlands https://t.co/95I8RUwwXG, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 918925153, en, 1490145256460, , , 
844356693819641900, Just posted a photo @ Amsterdam, Netherlands https://t.co/Bl2Un6Wlmq, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 918925153, en, 1490145297852, , , 
844356838556680200, Just posted a photo @ Amsterdam, Netherlands https://t.co/6494ZIUpR8, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 918925153, en, 1490145332360, , , 
844356962011754500, Just posted a photo @ Amsterdam, Netherlands https://t.co/XJVe1jaZIn, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 918925153, en, 1490145361794, , , 
844357080052052000, Shout out Yachty but this ain't a lil boat 🛥🛥🛥 @ Amsterdam, Netherlands https://t.co/OxjJyxJUGx, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 441543877, en, 1490145389937, , , 
844357119214342100, Just posted a photo @ Amsterdam, Netherlands https://t.co/AhK7Qm0ay7, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 918925153, en, 1490145399274, , , 
