842525905985699800, 00:47 Temp. 9.5°C, Hum. 78%, Dewp. 4.9°C, Bar. 1015.7 hpa, Rain Today 0 mm, Wind 270° 1.0 km/h, 52.35548, 4.80548, <a href="http://plus.meteoware.com/netatmo/" rel="nofollow">MeteoWare Plus+</a>, 19116083, en, 1489708804018, , , 
842525920879550500, ⒈ #ajakop
⒉ Wouter Bos
⒊ #wezijnerbijna
⒋ Besiktas
⒌ #temptationisland

2017/3/17 00:56 CET #trndnl https://t.co/tOVVBU3TJP, 52.3731, 4.8932, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Netherlands</a>, 1166383453, sv, 1489708807569, , , 
842525921114570800, AX UnitTest: testStatusUpdate with location - Latitude 52,21 Longitude 4,86 - B4C4B731-FD04-47EB-B997-53E0EFCBF433, 52.207715, 4.861057, <a href="http://www.sgautomatisering.nl" rel="nofollow">SG Markt Demo</a>, 318335985, en, 1489708807625, , , 
842525922016223200, ⒍ Rostov
⒎ Van Gerwen
⒏ Boef
⒐ #rtl7darts
⒑ #munros

2017/3/17 00:56 CET #trndnl https://t.co/tOVVBU3TJP, 52.3731, 4.8932, <a href="http://trendinalia.com" rel="nofollow">Trendinalia Netherlands</a>, 1166383453, nl, 1489708807840, 842525920879550500, 1166383453, trendinaliaNL
842526796012752900, De cover van #Telesport na @afcajax vs. Kopenhagen #ajakop 2-0. Mooie foto van a.you25… https://t.co/ad93hD7uia, 52.4634, 4.9502499, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 53763904, nl, 1489709016217, , , 
842528825233850400, A2 13122 Rit 31990 Amsterdam Korte Leidsedwarsstraat 1017PZ 129 Club 129 https://t.co/wID7UuQ8vM #p2000, 52.3630997, 4.8849928, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489709500021, , , 
842529054242881500, A2 13121 Rit 31991 Amsterdam Plantage Middenlaan https://t.co/B0fPmanTmk #p2000, 52.3666752, 4.9111424, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1489709554621, , , 
842529896849162200, AX UnitTest: testStatusUpdate with location - Latitude 52,21 Longitude 4,86 - 95F95CFD-6179-41B5-92D9-FFFEAC61429A, 52.207715, 4.861057, <a href="http://www.sgautomatisering.nl" rel="nofollow">SG Markt Demo</a>, 318335985, en, 1489709755514, , , 
842530952811229200, ⒈ #ajakop
⒉ Wouter Bos
⒊ #wezijnerbijna
⒋ Besiktas
