city,Id,Filter,Created_Time,Longitude,Latitude,Likes,Comments,color1,color2,color3,color4,color5
tokyo,953703676911312071_1471599630,Normal,1427910359,139.709164891,35.70354552,0,0,#bc756b,#342421,#f0d0b3,#65493c,#98a8b4
london,953785587037429343_184079150,Normal,1427920123,-0.139235554,51.529856861,3,0,#27373d,#f4eae5,#a8422e,#97a5a7,#d0856a
london,953739976007729980_8545495,Ludwig,1427914686,-0.0987695,51.524025,2,0,#a59276,#342a21,#eee9e8,#6e3b26,#b87532
tokyo,953703129745475064_1802512576,Normal,1427910294,139.728858321,35.729187691,0,0,#cd9d7d,#141f3c,#81a29a,#715a4d,#5486a6
london,953714833866813275_279247490,Lo-fi,1427911689,-0.166566038,51.517448009,0,0,#282f1a,#e5e0db,#a6b681,#8d8c57,#9c7fa8
newyork,953791494896077549_1151016137,Ludwig,1427920828,-74.023802833,40.76492,1,0,#eae5e2,#2f3033,#a3aaba,#7e8caf,#8b807d
london,953705350626883831_244885077,Normal,1427910559,-0.137382848,51.52568158,2,0,#e6e2da,#454644,#958982,#954e49,#876f51
london,953708349500475282_526944912,Normal,1427910916,-0.130936167,51.51658,0,0,#17244e,#cd9f68,#5b7190,#6880b5,#84bce4
newyork,953820342280965842_1542243250,Normal,1427924267,-74.023938328,40.769005297,0,0,#a49b8b,#5f846c,#3c6f58,#5d6041,#4c4444
newyork,953823370049759763_627439617,Ludwig,1427924628,-74.043625741,40.727484075,3,0,#af875e,#1b120e,#f2ece5,#6c3019,#eed1a2
london,953801887333345054_1798181656,Unknown,1427922067,-0.11321378,51.513379538,0,0,#292125,#c8b0a4,#756360,#918c84,#88808c
berlin,953819205649174740_1809082691,Normal,1427924131,13.328128333,52.524363333,4,0,#cbc0a8,#784744,#997869,#896553,#73656b
london,953787949684971086_544575340,Ludwig,1427920405,-0.134005088,51.564809657,0,0,#bd6912,#cfa385,#351c0e,#792b05,#724c37
berlin,953792777254000461_401950948,Normal,1427920981,13.399786667,52.518258333,0,0,#83817b,#fafafa,#313443,#595d3a,#4f4144
berlin,953779522087550077_421150,Normal,1427919400,13.405456362,52.550229197,1,0,#b8a9a2,#372f27,#4f4641,#685f5c,#5d544c
tokyo,953830259466343731_18810164,Normal,1427925449,139.745147433,35.687174751,0,0,#444134,#c7bcb3,#968c82,#97adc2,#abac94
london,953811112394919528_4736954,Willow,1427923166,-0.147010887,51.542116008,0,0,#252426,#c2c0c1,#6c6a6c,#8c8c8c,#88848c
tokyo,953872392032093194_325417048,Sierra,1427930471,139.77461787,35.710479501,0,0,#bcb5b0,#2d222c,#723a38,#70747a,#a85b44
london,953818028115593948_16203169,Normal,1427923991,-0.12576419,51.515908157,62,1,#79424b,#291f24,#cb919e,#c17c7f,#a98780
berlin,953850861385563271_12736422,Lo-fi,1427927905,13.388953333,52.5157,0,0,#1f3673,#c8843c,#9ec8e4,#613316,#64604f
newyork,953860475000773282_1402538381,Normal,1427929051,-74.035286167,40.750603333,3,0,#ba835f,#453841,#f3d2b4,#6f3424,#cfb6b1
berlin,953839148853148358_266559141,Slumber,1427926508,13.33472,52.508171667,0,0,#454239,#b0c8c9,#558da5,#aca08a,#97a094
newyork,953904056210920626_998714196,Normal,1427934246,-74.0263416,40.7528968,0,0,#1f1715,#ba9b82,#70513e,#86866e,#8c7c7c
london,953833976487966299_406364316,Nashville,1427925892,-0.129147167,51.510813333,0,0,#dbaca6,#16154e,#6e8f8c,#4d5a83,#7e74a4
tokyo,953887510080068361_595069,Walden,1427932274,139.767186209,35.687532792,0,0,#9a9fa4,#26364d,#e0d3c9,#564d58,#626357
tokyo,953877793014202638_51084015,Normal,1427931115,139.7529278,35.651368,0,0,#af8094,#1d2f47,#ece8e9,#813042,#897232
seoul,953896769048358431_247535330,Crema,1427933377,127.0033012,37.5436644,2,0,#342829,#c9bda5,#724b25,#a88832,#7e7065
tokyo,953878119935033625_51084015,Normal,1427931154,139.7529278,35.651368,0,0,#6d5c5b,#c2c4ca,#d19e83,#242827,#acae99
newyork,953901595141777734_323806705,Crema,1427933953,-74.026208333,40.736645,0,0,#252f46,#d6c18f,#645648,#827666,#846e3c
tokyo,953999786709147879_1432406591,Ludwig,1427945658,139.764634632,35.699700783,0,0,#6c6750,#d2c8b6,#acbdbc,#222215,#9ea8a6
tokyo,953914995111055753_265165211,Normal,1427935550,139.795586667,35.697321667,0,0,#e4dedc,#9a9996,#b9b4b1,#aca4a2,#afaca4
tokyo,953877282693234942_51084015,Normal,1427931054,139.7529278,35.651368,0,0,#6f6e6c,#dad8d6,#21262e,#b0b5b5,#a4a9b5
tokyo,954027818888002241_517322621,Normal,1427949000,139.7372971,35.6846434,2,0,#c2c3b9,#1e2515,#6e4635,#876346,#727361
tokyo,953955862246143084_1807871356,Normal,1427940422,139.774088888,35.712393383,0,0,#4d4b3d,#709bd7,#d6c5a0,#9f907b,#9dc2ed
tokyo,954020936925445586_256478710,Ludwig,1427948179,139.793431638,35.696139867,0,0,#433725,#f1f1ed,#a5a5a1,#877664,#929296
london,953858761157988268_204528538,Normal,1427928846,-0.163369223,51.523558773,0,1,#c28268,#34262b,#915139,#a29e8a,#9c8c94
tokyo,954012228040236259_533558,Normal,1427947141,139.714414924,35.680017664,0,0,#777c8b,#f7f5ef,#262728,#545047,#453b3d
london,953857191127118851_8026372,Normal,1427928659,-0.169073389,51.524009694,0,0,#493738,#ccb3a4,#87d2e3,#936055,#638ca6
tokyo,953890427590748137_13873144,Normal,1427932621,139.730316667,35.659983333,0,0,#4c463a,#cfccce,#9a908d,#afb6bd,#aaa8b1
seoul,953977814755764049_1151351976,Normal,1427943039,127.026269079,37.522035991,1,0,#6b4a28,#ceaf88,#9fb3a5,#21140b,#8094a3
tokyo,953864862141098697_384067409,Normal,1427929574,139.741768623,35.687246768,0,0,#a1866e,#761f22,#d9dddc,#2e2522,#e8d5a8
tokyo,954917285201322137_585899999,Nashville,1428055032,139.760000259,35.665501707,0,0,#332e2e,#d0beac,#86766b,#a4a4a1,#9c9c9c
tokyo,954021913426953332_1786234128,Normal,1427948296,139.749496444,35.695148444,3,0,#c3cbc1,#2f6146,#878d23,#a39562,#64585b
tokyo,954014904510275334_514164310,Normal,1427947460,139.774656323,35.707366363,3,0,#40322e,#cd4766,#903a46,#9ea29a,#a4949c
tokyo,953951094387935432_20776441,Normal,1427939853,139.732478101,35.670749137,1,0,#d9e4da,#367295,#5c97aa,#64678b,#988e82
moscow,954462864288480462_419173550,Normal,1428000861,37.625038333,55.75973,3,0,#9a9e76,#1f1923,#d9c87c,#564232,#cac1c0
london,954916961757585189_1303635918,Normal,1428054994,-0.134099123,51.510157797,0,0,#f4e4cb,#433325,#d4b593,#b08f73,#927b66
seoul,954894560461348448_596584118,X-Pro II,1428052323,126.991348431,37.559348682,1,0,#d6cda8,#693945,#a17b69,#b47247,#6c645e
moscow,954969354765639080_1308438110,Normal,1428061240,37.6359019,55.7374239,0,0,#313145,#e3caa1,#a27f6f,#aab197,#9e949c
newyork,954975345305256132_1777457879,Crema,1428061954,-74.031238596,40.730859627,0,0,#1d171e,#b2a79e,#69625a,#3a48a4,#888cb8
seoul,954974147040387849_1161385391,Crema,1428061811,127.031436553,37.522228458,2,0,#291f28,#bfac93,#a17e64,#796962,#607d91
tokyo,954974248979974791_15301585,Normal,1428061823,139.77362,35.714836667,0,0,#70696d,#d2c9c8,#779cdb,#1f1d25,#adc1d5
moscow,955004661191978167_570563114,Crema,1428065448,37.689001138,55.753239462,5,0,#252333,#cdc1ba,#584753,#bd7642,#746b73
moscow,954985629219828941_375349108,Normal,1428063180,37.640940253,55.743947903,2,0,#635947,#1f1512,#7e8386,#263234,#95902e
stockholm,954911206056684288_1362665793,Normal,1428054308,18.017036992,59.33154026,0,0,#8a7563,#211c16,#f0f3f4,#503626,#ddba90
moscow,954953639261930291_3437847,Normal,1428059366,37.688265932,55.744982513,0,0,#707070,#d1d1d1,#222222,#bcbcbc,#b4b4b4
tokyo,954990380704119499_1024653,Amaro,1428063746,139.774695402,35.715220682,0,0,#2e1430,#cac3b7,#7a666c,#91928c,#888094
paris,954893373380898045_43153978,Valencia,1428052182,2.340058342,48.848947588,0,0,#bdb9a7,#311821,#5a3c3a,#736363,#715646
london,955044088880692495_198991150,Normal,1428070149,-0.160712563,51.496124826,29,1,#8f9bad,#2c4572,#5f627a,#5c6e8e,#445478
tokyo,954907787632081674_41396053,Normal,1428053900,139.722641667,35.664311667,1,0,#747066,#c8c6ba,#191910,#a3cce1,#93aabd
tokyo,954964351078331477_463413036,Normal,1428060643,139.74373984,35.65987943,0,0,#d4ae5c,#070506,#634133,#6f6794,#7c8480
london,955069863424111883_1720901228,Valencia,1428073221,-0.131587325,51.5124423,0,0,#f0be81,#76302e,#905138,#ae6550,#b86a25
moscow,954974643176529780_613460694,Normal,1428061870,37.682889886,55.778832436,5,0,#494e51,#e0c3a5,#988473,#a6bec5,#7b90c0
rome,955020435507746379_53612916,Crema,1428067329,12.468992217,41.865870441,0,0,#aa957f,#342d39,#f0efee,#5d474a,#8b6c37
london,955045734535412658_51283853,Normal,1428070345,-0.138474643,51.54787904,1,0,#dcd2cc,#202622,#7a2c24,#727b77,#836d3d
london,955052828140621979_255125883,Valencia,1428071190,-0.16302202,51.499535108,6,0,#a47152,#edf3df,#250a1b,#6a1e1d,#c0b1ae
paris,954970622411162144_245259111,Amaro,1428061391,2.301140104,48.883300122,1,0,#d8cebe,#401e2a,#744f45,#896a67,#664d5b
tokyo,953697441170378340_1604967610,Crema,1427909616,139.797171584,35.71781637,0,0,#784838,#e5cd99,#211318,#cc9b57,#c6a996
london,954956850444262979_1303635918,Aden,1428059749,-0.134099123,51.510157797,1,0,#3a292e,#e2c8b6,#c39f8a,#a77e6e,#8b716b
rome,955001921469559935_22600140,Normal,1428065122,12.470115,41.890395,14,0,#3b3e38,#e8d8ba,#8c8268,#9eab98,#7897a4
london,954981331383137979_262053628,Normal,1428062667,-0.17017,51.48677,10,0,#746f6d,#d9d8d8,#1c1b1c,#b3b4b4,#b0acb4
london,954978854236912425_644689925,Normal,1428062372,-0.147954281,51.548401646,4,2,#f4f4f4,#1b1a1b,#747474,#7c7c7c,#7c747c
rome,954968323983484439_6739680,Normal,1428061117,12.489828333,41.91707,2,0,#6d5c44,#c9af91,#72abda,#aaa880,#1f1d1a
tokyo,955060981467408346_2643288,Hudson,1428072162,139.748204131,35.694766982,3,0,#824740,#d7c5a7,#382322,#d37e6f,#a49c9c
moscow,954967339576339872_1543925778,Normal,1428060999,37.633923595,55.769970384,3,0,#d4c3bc,#28191b,#7f6156,#959096,#5f5794
stockholm,954972202058253798_828720896,Normal,1428061579,18.0145517,59.390864442,0,0,#2d3138,#d0d1d3,#828790,#9fa7b0,#8c98ae
london,955066762483707345_191617026,Normal,1428072851,-0.1772586,51.496404822,18,1,#f3f3f3,#423f44,#7c7c7d,#847c84,#848484
moscow,954910057303465253_13195342,Normal,1428054171,37.631009275,55.71663653,3,0,#7f7664,#eef1f2,#cbaf6f,#3c4042,#b7bda9
paris,955085145918156769_1812393338,Normal,1428075043,2.331003923,48.844349837,2,0,#ba8f58,#30251b,#9f2116,#d1d2d6,#eee17a
tokyo,955042681606655527_273060018,Normal,1428069981,139.710950252,35.711356395,1,0,#733822,#eae5e0,#967153,#a0909f,#78778e
london,954997048703466535_202320270,X-Pro II,1428064541,-0.098280431,51.539153996,0,0,#e8cdad,#443451,#9fb1a6,#997779,#8e94ac
tokyo,954904377445279445_166496,Normal,1428053494,139.757538333,35.697195,0,0,#393532,#d6a280,#8c7363,#7984a0,#a1a59d
rome,954999337832540349_238968961,Normal,1428064814,12.467664384,41.901605551,0,0,#908b7f,#2c2f36,#d9d1bb,#4d4b4c,#52544a
stockholm,955062312984334827_18409819,Normal,1428072321,17.979725997,59.367625764,4,0,#191919,#c8c8c8,#6c6c6c,#8c8c8c,#848484
tokyo,955077078039125157_1773702294,Nashville,1428074081,139.7889906,35.7186512,0,0,#dbc5b5,#233456,#838580,#6d7453,#644e62
tehran,955036177148518172_1381486382,Normal,1428069205,51.4349072,35.7238663,0,0,#814b34,#c7d1d6,#ae936d,#a8a4a3,#3a2523
tokyo,955075779793154586_1491532459,Ludwig,1428073926,139.771346667,35.681246667,0,0,#38291d,#e5c9a9,#b1a790,#9f7e5e,#ac949c
seoul,955071359258361181_1131938998,Normal,1428073399,127.017363833,37.526571667,1,0,#1c1d17,#a5a082,#625d48,#848c78,#848484
paris,955074119190798953_1264065599,Aden,1428073728,2.336530578,48.839602461,1,0,#7c4a48,#e3d7cf,#d26859,#2c222a,#ada0a7
tokyo,955054609966213341_285727217,Normal,1428071403,139.738055576,35.699582664,10,0,#d8d1c0,#483624,#a77c46,#a08973,#6a6959
moscow,955140389674742830_409183132,X-Pro II,1428081628,37.633315936,55.722154629,1,0,#2b2443,#d5bfa2,#6a6d81,#8a9c9a,#4277a4
paris,954996885343657897_179370214,Clarendon,1428064521,2.332883534,48.86349768,10,0,#0e0d13,#66726e,#2f393e,#44494e,#384454
paris,954982852647456296_1607306,Ludwig,1428062849,2.32548,48.874816667,0,0,#815039,#1b0e0a,#f0d6c2,#db8348,#c4aea0
london,955040134884606848_1635630623,Sierra,1428069677,-0.176326389,51.496199444,1,0,#32313d,#d5c1b5,#88766d,#657aaa,#a0a7ad
tokyo,955049571314106329_197246086,Amaro,1428070802,139.788756197,35.687873204,0,0,#2e1629,#ddd6b7,#85994f,#a4535c,#947c7c
stockholm,954915147649017496_26574248,Amaro,1428054778,17.98627,59.368621667,0,0,#ddeaec,#3d2d46,#95b1cf,#788aac,#84808e
rome,955057071282359471_222725162,Earlybird,1428071696,12.525979812,41.877725034,0,0,#5c3e35,#e0cfad,#c9b48d,#b19a73,#bca596
london,955011222155535440_198521512,Normal,1428066231,-0.149202069,51.514851143,0,0,#ceccc6,#27442e,#607e6f,#54713e,#51433f
london,954985842370722177_2020557,Crema,1428063205,-0.110151472,51.528964435,0,0,#373136,#d5ceb9,#aea191,#8e8376,#9c9c97
newyork,954923806872626075_31858383,Normal,1428055810,-74.03323344,40.716571493,1,1,#f8f8f8,#393938,#9b9c9b,#7c7c7a,#84847c
tokyo,954978512733490688_9506810,Normal,1428062331,139.79248,35.713936667,1,0,#baab95,#b53d35,#4c2617,#8b5840,#816c57
seoul,954534209349786637_889064134,Amaro,1428009366,126.97757,37.58222,0,0,#4b3e4c,#c6ccc6,#878b91,#9ca3af,#ada4ad
london,954413777078918328_9865454,Ludwig,1427995010,-0.126490937,51.512615114,1,0,#28190f,#d6ac8e,#804e2c,#919980,#888890
london,954402809612811588_343116742,Normal,1427993702,-0.164293264,51.504355737,7,0,#484546,#dbd1c0,#a28776,#b6b4ac,#9595ac
london,954351613168900456_9759149,Normal,1427987599,-0.172430971,51.533688743,0,0,#78644d,#cca290,#131111,#acb9ab,#a8a0aa
tokyo,954399433510211763_1618443,Aden,1427993300,139.730968113,35.666942273,0,0,#eae5e1,#4b393e,#be9e8d,#9a867d,#a1969c
moscow,954392406371048127_1628386253,Normal,1427992462,37.657395,55.780166667,7,0,#bcbfbd,#3b3332,#696769,#544e49,#4f525b
london,954398698054301489_17411996,Valencia,1427993212,-0.108203562,51.508308217,3,0,#7c6563,#dde1c7,#2e192b,#cf9580,#b0acb5
london,954412198637129636_13341074,Normal,1427994821,-0.089831557,51.507498442,0,0,#73432a,#d9b186,#18150e,#aca696,#a090a0
london,954397034772520535_1456779950,Normal,1427993014,-0.159842358,51.510191154,0,0,#9eafc0,#292624,#676936,#6a5d53,#3c5856
rome,954389434440001872_714022985,Ludwig,1427992108,12.486051642,41.867022353,0,1,#3b312b,#f3f1f0,#8d654a,#9b9a9e,#c58f62
seoul,954391607415595571_581975,Normal,1427992367,126.989266667,37.53888,0,0,#252d21,#b5a688,#747860,#84a26e,#8c8c8c
moscow,954395659005852486_41758581,Lo-fi,1427992850,37.616398782,55.74751257,9,0,#362420,#cba994,#986f56,#af9179,#947c7c
rome,954397968162931928_1631873376,Mayfair,1427993125,12.48255,41.894705,2,0,#355597,#d1c1b8,#3d3630,#827f7c,#96abb5
tehran,954397890651768436_1762047960,Normal,1427993116,51.3728388,35.6824128,0,0,#a6774d,#791a3b,#c2b5ac,#cdb080,#604844
london,954368051896331559_462329298,Ludwig,1427989559,-0.132749105,51.514449766,0,0,#2d291d,#d7d3d2,#7e7975,#a29d9b,#9a9494
london,954388866016632790_197205150,Perpetua,1427992040,-0.172658333,51.497271667,2,0,#2d2720,#e0d1b9,#746759,#b27461,#6e7c84
tokyo,954336234316303857_1218394,Normal,1427985766,139.757251192,35.664731929,1,0,#f5f1ee,#31241e,#905c4c,#b7846c,#707c7c
berlin,954326265689315388_2823877,Normal,1427984577,13.397109287,52.525859232,0,0,#8b919b,#29303d,#f3f5f5,#504851,#595751
london,954383317728899533_369747,Normal,1427991378,-0.101324004,51.5086978,0,0,#6c6462,#e0d6ca,#bc9983,#241c21,#a2aab7
moscow,954393475098166630_42017896,Normal,1427992589,37.610038333,55.742745,0,0,#363243,#c3ae97,#858185,#949c96,#4424a4
paris,954388388788795559_90221,Normal,1427991983,2.3391,48.868416667,0,0,#c8c2b8,#33302d,#a19f96,#867e73,#8e919c
seoul,954358470352122785_489998659,Hudson,1427988416,127.02183497,37.509243688,0,0,#bd3e1d,#2e0d10,#f0b565,#e1c9a5,#681f0e
paris,954389870103370176_1453973,Normal,1427992160,2.342871667,48.85495,0,0,#9c8d88,#403237,#e0d4cc,#524f57,#614f43
tokyo,954355530922044584_905618,Normal,1427988066,139.762750815,35.667599107,2,0,#25321a,#605b33,#f7f7f1,#939555,#949289
paris,954376225587177030_7078304,Normal,1427990533,2.334376506,48.861800657,1,0,#b6a37f,#191a19,#dfe1de,#6c3f1b,#ab7b27
berlin,954364234102822969_11165597,Perpetua,1427989104,13.321836728,52.499552251,1,0,#37342e,#d2cbb6,#7d7769,#979e90,#8b8f9a
london,954392642320072490_242068838,Normal,1427992490,-0.153833333,51.524333333,5,0,#434633,#cfd3d3,#868375,#979ea4,#a2aeaf
rome,954390597897046586_704622065,Normal,1427992246,12.476311667,41.898666667,2,0,#996b43,#1d2218,#ecdfbd,#d6a483,#b1b4a6
berlin,954392543759243377_1239630837,Normal,1427992478,13.340623026,52.501857889,0,0,#e0c5ad,#3c3a3d,#947d75,#b1a699,#a49ca4
london,954362888251259786_219735525,Amaro,1427988943,-0.101324004,51.5086978,2,0,#d5d1c4,#3e2640,#b48d7e,#897778,#8c93a5
london,954375369051598962_309198323,Crema,1427990431,-0.119927265,51.528751259,1,1,#eceadb,#485065,#88b3c2,#9a8e85,#bab1a1
berlin,954365213037853739_261436822,Normal,1427989220,13.412965147,52.52829832,2,1,#f2f0ed,#282523,#9ea6a5,#be4363,#8d8466
paris,954382265214254296_1556350462,Normal,1427991253,2.331715274,48.875800198,2,0,#e09685,#2c211f,#7a5554,#8c969c,#768098
tokyo,954335013527971249_291740856,Normal,1427985620,139.709991667,35.683838333,4,0,#27312a,#d9cfda,#827063,#8094a1,#99a7b4
seoul,954261522379151088_577273812,Normal,1427976859,127.0116395,37.540907444,25,2,#b6a795,#4a3732,#714f45,#7c6c61,#93644a
london,954183169626605072_40174096,Normal,1427967519,-0.138254111,51.534751422,0,0,#87743d,#2d2515,#f9f9f7,#553b1e,#f0d85e
tokyo,954227541961657965_1093490306,Dogpatch,1427972809,139.717918391,35.674978829,2,0,#130e0d,#d6c4a9,#848479,#8c5444,#7c7c7c
seoul,954328485253734225_11156398,Normal,1427984842,126.967705,37.559233333,1,0,#3b2726,#d9d4d3,#68413e,#857f7f,#6c6c64
seoul,954227487463157995_21652539,Amaro,1427972802,127.005658566,37.561107722,0,0,#38282d,#dbe2db,#70644e,#8a8185,#626976
tokyo,954229204561481737_1524778123,Crema,1427973007,139.727645764,35.668606429,1,0,#9b8a78,#1f1a1f,#d5cbc9,#4f3f38,#d5c3ac
tokyo,954227846946650585_1578445669,Normal,1427972845,139.766303682,35.73156568,4,0,#dcd1d0,#3d263c,#5b4d59,#806b73,#a35a51
newyork,954236820963404858_1403436994,Rise,1427973915,-74.096313833,40.717628333,0,0,#b8d2e1,#453945,#d3ae8a,#847c8b,#a0a0a0
tokyo,954219342323938651_421465412,Perpetua,1427971831,139.756941667,35.696,1,0,#404135,#d1bc8f,#958460,#698fbf,#9eb1b8
tokyo,954328677311398747_1247896871,Sierra,1427984865,139.747221667,35.658178333,0,0,#271e28,#c48b62,#775549,#908894,#949494
tokyo,954199848775760795_555173,Amaro,1427969507,139.774204808,35.686189308,1,0,#9b5a4b,#dad0b6,#371a29,#c89fa9,#d79c78
london,954189766684223368_6255424,Normal,1427968305,-0.135368097,51.514268418,1,0,#675c51,#c7b19b,#191916,#a7b29f,#9ca4a4
berlin,954325375674166974_104848274,Normal,1427984471,13.3450513,52.4815127,12,0,#dbe1d6,#754128,#8f8352,#a09287,#617a88
berlin,954194219327842070_176619376,Normal,1427968836,13.388225409,52.491174339,2,0,#eee7e6,#3c5e66,#94a8b2,#806b57,#9d8466
tokyo,954255229319309151_187232,Lo-fi,1427976109,139.7250497,35.672583283,0,0,#372b1d,#d1b468,#7ca82d,#8e754d,#a0847c
london,954222042233531459_10902906,Rise,1427972153,-0.139463833,51.501533333,2,0,#967565,#e1dac7,#3c2a28,#cac1a4,#d5afa3
london,954200093073405670_182234668,Ludwig,1427969536,-0.124260069,51.531540862,0,0,#38281e,#d49d89,#8e6d59,#a19d80,#9d8f96
tokyo,954218016280914887_1515203305,X-Pro II,1427971673,139.730653333,35.660263333,1,0,#ccd8c1,#16173a,#59485f,#708f99,#aa7352
berlin,954211887820891030_300565311,Amaro,1427970942,13.330894215,52.532400764,7,0,#34182c,#cbc18d,#a07b38,#766876,#a47c9c
tokyo,954213177548034457_827144051,Amaro,1427971096,139.773741667,35.71257,0,0,#a0748c,#331f38,#e4d6d8,#602f50,#e3b0d0
rome,954381568380734352_9390225,Hefe,1427991170,12.469875229,41.890391589,0,0,#3b322c,#bd9f70,#8096a6,#8f6d4d,#998d7a
moscow,954381357952820997_618960536,X-Pro II,1427991145,37.658098118,55.762589718,1,0,#c5bf99,#37101e,#816346,#a08158,#846c7c
moscow,954374060027687059_558244875,Normal,1427990275,37.675085361,55.753156237,11,1,#32393d,#d3c3ba,#685044,#87766c,#896958
london,954382387792380866_874159,Normal,1427991268,-0.106702097,51.508567038,4,0,#d2dbdf,#2e2822,#645549,#7e7462,#779cd1
london,954366117446082650_1663800695,Normal,1427989328,-0.098739741,51.51356061,0,0,#463e38,#e5e3dd,#b5b4ad,#9e8879,#a5a0a4
london,954323957058296648_175531717,Normal,1427984302,-0.140522441,51.549672556,0,0,#341e1b,#f1e6df,#b17261,#a1868c,#d69474
london,954522523548768773_21853829,Amaro,1428007973,-0.146420278,51.506475556,3,0,#cab9a4,#912e2b,#33101d,#a9672c,#876768
tokyo,954369235863933469_256573779,Hudson,1427989700,139.759946895,35.716076911,3,1,#4d3940,#f1f2f4,#b9999c,#9e776c,#7e85a1
moscow,954889771732455987_31999371,Amaro,1428051752,37.659442889,55.760948167,0,0,#afaea5,#453853,#73677a,#59556a,#655864
tehran,954887293959976926_1726605300,Normal,1428051457,51.425997572,35.723488745,1,0,#dee3d9,#413426,#a29e89,#80785d,#756c55
seoul,954317712410469846_14826464,Normal,1427983558,127.02014817,37.57145468,3,0,#beaca3,#b46030,#321c18,#965c4e,#7e7466
rome,954543211642152543_11648128,Hudson,1428010439,12.46737,41.947696667,1,0,#3d2020,#d2a09e,#a098a6,#936b6b,#a88c84
tokyo,954113414958454866_1256150549,Normal,1427959204,139.792061948,35.719631648,5,0,#e6dddc,#394778,#787f9c,#625e7e,#8e7d7f
london,954137557701133692_1096752208,Amaro,1427962082,-0.154875,51.487325,0,0,#464537,#d2d7ce,#888679,#9f9da0,#9dad91
tokyo,954078990359963657_145621129,Valencia,1427955100,139.744628333,35.657853333,1,0,#c46d5b,#d0c9b0,#431828,#881b1e,#b4a4ac
london,954144113282736772_922529055,Normal,1427962863,-0.168586308,51.519064126,12,2,#808fc5,#4e4539,#f1cfa8,#4c465e,#4c545c
tokyo,954125975173118649_1643012733,Rise,1427960701,139.7597126,35.6959642,1,0,#bb3635,#dac499,#c19268,#4a2e27,#e0a0a8
london,954139956719626941_1716874585,Normal,1427962368,-0.117413363,51.50419952,1,1,#cbc0b6,#383746,#813944,#8e7079,#a9763e
london,954131592059061336_1137502592,Brannan,1427961370,-0.137382848,51.52568158,1,0,#d4ba97,#5b4144,#977964,#786761,#906c54
london,954121694967322099_351360340,Normal,1427960191,-0.171792151,51.499811874,1,0,#7c5850,#271b27,#f6f2e9,#d49867,#bcaeb7
newyork,953952329537639955_1377664052,Normal,1427940001,-74.031444873,40.76543541,3,0,#f8f8f5,#bbad91,#d59cd2,#96b5c7,#bad6d1
london,954121048755414164_201944744,Normal,1427960114,-0.172316667,51.4971,17,0,#3e3b45,#d9d8d9,#8a6c72,#9caab3,#9598a7
berlin,954100863260029397_1504505123,Normal,1427957707,13.34508,52.522891667,0,0,#675d54,#dbd5d5,#0f0f13,#a4a4b1,#acb4c4
seoul,954106907832108383_253961296,Aden,1427958428,127.02755,37.583366667,10,0,#bbb8b5,#453e3c,#7b7773,#6a645c,#645b57
london,954138471151405629_17910225,Normal,1427962190,-0.138306363,51.51753169,0,0,#171014,#e9eaef,#838ba0,#61565d,#707792
newyork,954108403506218095_1250163328,Normal,1427958606,-74.088602029,40.72128905,0,0,#d4c6bb,#292a2f,#636160,#543c3d,#76573e
tokyo,954101650517280137_31638216,Normal,1427957801,139.774003644,35.683422508,0,0,#b5afab,#2d2b2a,#554335,#696967,#6b5740
tokyo,954088600167024128_329528360,Earlybird,1427956245,139.784505754,35.694608259,0,0,#89796a,#e1d7ba,#31151f,#c6b8a0,#bab4a5
london,954314303899674499_347135232,Valencia,1427983151,-0.099589006,51.535030419,0,0,#cdbd96,#532f29,#c0a629,#e5efdc,#675f6d
berlin,954305006337086952_372351620,Normal,1427982043,13.4071,52.504763333,21,0,#9f706a,#362c32,#efe5e4,#c3b4c1,#a02826
seoul,954299224265623849_231429641,Inkwell,1427981354,126.971564535,37.577216425,2,2,#202020,#d9d9d9,#8e8e8e,#9c9c9c,#848484
london,954292861153897626_269669410,Valencia,1427980595,-0.087553557,51.522067463,4,0,#50383f,#e5dfc9,#a2998a,#cfa181,#bcb8af
london,954296553708225351_247667591,Crema,1427981035,-0.162383333,51.500763333,0,0,#2d2421,#e1d3a6,#865536,#948e5f,#a67444
tokyo,954004983047611038_1236805087,Normal,1427946277,139.730026461,35.684501372,0,0,#f9ecce,#da2627,#3e4b64,#cf9136,#5e8cb6
seoul,954233306230386257_571083418,Hudson,1427973496,127.028057054,37.524086977,6,2,#3a2b30,#eededa,#ada9a2,#987560,#908fa3
london,954244735398582372_104938589,Normal,1427974858,-0.137382848,51.52568158,7,0,#d8d8d8,#545454,#787878,#949494,#848484
london,954301417710755583_56044934,Aden,1427981615,-0.163558063,51.499519667,0,0,#c4b0a8,#4e4350,#756f74,#6e4d52,#825d54
london,954282806674297349_9601379,Normal,1427979397,-0.182791478,51.523729479,13,0,#2d79d2,#c3a48f,#2b3925,#061d82,#78c1fb
london,954267690128835950_7569288,Normal,1427977595,-0.143362364,51.513672986,0,0,#84859e,#e7cabe,#235a6e,#715140,#583631
tokyo,954043193243966882_760363046,Normal,1427950832,139.730968113,35.666942273,1,0,#3b2923,#d3cfbd,#a5b1bb,#957354,#8794aa
berlin,954286239463857740_371529694,Amaro,1427979806,13.352753333,52.499575,0,0,#95a6a6,#362b3c,#564955,#e0eee4,#695e59
tokyo,954027634781562433_268741000,Sierra,1427948978,139.743666667,35.694166667,0,0,#423f4f,#d6c9c1,#8a9bba,#988f90,#a8b5c3
