city,Id,Filter,Created_Time,Longitude,Latitude,Likes,Comments,Average_Color
rome,968262578067529054_460765310,Normal,1429645915,12.472913085,41.894655428,0,0,#7d716b
paris,968337823667973778_294504986,Normal,1429654885,2.324229001,48.870545239,1,0,#8c8669
moscow,968321215444311963_1390185534,Normal,1429652905,37.6758259,55.7698925,1,0,#587a9f
paris,968307910533338561_286470660,Mayfair,1429651319,2.343421667,48.854491667,1,0,#767780
moscow,968331672322423936_10885622,Normal,1429654152,37.687481587,55.777100953,0,0,#989798
london,968304593023234252_1590555475,Aden,1429650924,-0.143733333,51.507763333,1,0,#a9967a
rome,968298281931232176_191707163,Normal,1429650171,12.498587095,41.904296623,4,1,#776958
newyork,968317636151545260_13265962,Normal,1429652479,-74.01570782,40.714942679,0,0,#6f767a
moscow,968320963745047876_373076432,Normal,1429652875,37.657028686,55.76795255,5,0,#98715d
london,968332497495234687_2912789,Normal,1429654250,-0.173445185,51.494840887,2,0,#8f7059
moscow,968309417658002649_1377557794,Ludwig,1429651499,37.68448613,55.773760909,1,0,#756f5f
moscow,968309118928585386_36235159,Valencia,1429651463,37.614661667,55.727695,9,0,#96636b
paris,968303821039847758_44213825,Normal,1429650832,2.3356207,48.88482719,8,0,#7a8286
london,968303694554183167_53771644,Valencia,1429650817,-0.138905774,51.51322004,1,0,#977d79
berlin,968289541346490269_1469328004,Amaro,1429649130,13.3840311,52.5563368,0,0,#8a7874
london,968267939933349975_189542073,Normal,1429646554,-0.135052421,51.513422581,10,0,#72512a
london,968317978833729031_15570140,Normal,1429652520,-0.138905774,51.51322004,1,0,#7c787b
seoul,968312301299271751_29966377,Normal,1429651843,126.976301557,37.561210986,6,0,#837e87
berlin,968299004988707839_190533539,Normal,1429650258,13.392526204,52.513439441,2,0,#768991
newyork,968293671955798054_31168013,Normal,1429649622,-74.035447693,40.728783969,1,0,#c7a686
paris,968313348181139894_9381735,Normal,1429651968,2.28738408,48.855022359,33,2,#625a45
seoul,968321579908178363_1089244455,Normal,1429652949,127.004722222,37.503055556,0,0,#8a816b
london,968332099244566286_6021320,Normal,1429654203,-0.134647145,51.514203883,2,0,#774c31
paris,968275340556110590_196336921,Amaro,1429647437,2.332912044,48.863533789,6,0,#867173
rome,968311277615802339_45019824,Normal,1429651721,12.474796071,41.894816253,5,1,#7f7480
paris,968301686691820038_38132907,Normal,1429650577,2.31897379,48.885136449,39,1,#8b6d65
rome,968360065201922568_231155567,Mayfair,1429657537,12.481088792,41.899315634,0,0,#64839c
newyork,968376767633522782_230125607,Hudson,1429659528,-74.023097456,40.7593004,3,2,#a15773
seoul,968362091168075739_1041790450,Normal,1429657778,127.031915166,37.530935265,0,0,#8d9290
moscow,968362081455480082_413281830,Normal,1429657777,37.631120859,55.766162423,1,0,#8e726c
seoul,968457248135496146_290599399,Normal,1429669122,127.008963749,37.564703459,1,0,#65696b
seoul,968465396074332784_290599399,Normal,1429670093,127.008963749,37.564703459,1,0,#998472
moscow,968314809302424391_369458621,Normal,1429652142,37.623488333,55.744125,1,0,#967c71
paris,968329865416697489_1506121048,Normal,1429653937,2.310399,48.857667,0,0,#5f7581
london,968412853707889275_185847965,Ludwig,1429663829,-0.1448,51.5126,0,0,#aa8362
newyork,968423115844741840_28763321,Normal,1429665053,-74.064953111,40.739063369,3,0,#9f8576
tokyo,968431686772001077_1514545,Normal,1429666075,139.730987415,35.665684581,0,0,#8e8a86
london,968308397621184776_287948905,Mayfair,1429651377,-0.133814859,51.548908412,2,0,#ae8569
paris,968361181335263284_30279357,Vesper,1429657670,2.313648504,48.843276767,1,0,#9e8e82
seoul,968443726698041859_284659787,Normal,1429667510,126.96391253,37.52527268,0,0,#b6afa2
tokyo,968397894523326757_380024899,Normal,1429662046,139.789183333,35.699028333,4,0,#746650
newyork,968429070279544326_806537850,Normal,1429665763,-74.073108573,40.720926087,1,0,#8c7781
tehran,968377732049130494_1620773059,Normal,1429659643,51.4306211,35.7213599,0,0,#9e987d
tokyo,968325178222279049_770445093,Normal,1429653378,139.730987415,35.665684581,0,0,#807a5c
newyork,968380594140971348_7767527,Normal,1429659984,-74.027753261,40.747375454,0,0,#706455
newyork,968334146796198388_3472757,Normal,1429654447,-74.032883333,40.736988333,2,1,#9a7880
newyork,968348027885655832_365971220,Normal,1429656102,-74.048658731,40.747119972,4,0,#b66781
newyork,968361862539020543_38837849,Ludwig,1429657751,-74.026248531,40.748962321,0,0,#c6632c
tokyo,968367172546454276_804599,Mayfair,1429658384,139.730987415,35.665684581,0,0,#8c7066
tokyo,968379033115524538_211939702,Rise,1429659798,139.730987415,35.665684581,0,0,#786964
tokyo,968395085412388385_177243922,Normal,1429661711,139.76231632,35.673680395,1,0,#917e74
london,968334451224454157_239765104,Crema,1429654483,-0.128616667,51.51677,4,1,#877970
newyork,968371417986099859_28763321,Normal,1429658890,-74.064953111,40.739063369,19,0,#9f8f79
tokyo,968410791939908735_1383816,Hudson,1429663584,139.730987415,35.665684581,0,0,#96848f
paris,968387534185349954_48685559,Normal,1429660811,2.314176127,48.826824709,13,0,#c1bdb1
newyork,968462856119284532_1779992459,Lo-fi,1429669790,-74.046571878,40.728546291,0,0,#766252
london,968366699839181437_48433795,Sutro,1429658328,-0.127153117,51.512430187,1,0,#9f8a84
paris,968388502223681736_485241885,Normal,1429660927,2.3007343,48.872238989,0,0,#695e6e
london,968439323832898784_7431300,Normal,1429666985,-0.117912041,51.531516738,1,0,#65675b
paris,968348660731991694_26602548,Normal,1429656177,2.337349328,48.838444354,5,0,#928e7a
seoul,968461646198784549_290599399,Normal,1429669646,127.008963749,37.564703459,0,0,#7f7b70
rome,968478059471276558_52920737,Normal,1429671603,12.497688333,41.899595,0,0,#94887c
seoul,968443072948460685_1154404598,Normal,1429667432,127.028871583,37.527174022,0,0,#a35b61
rome,968322072567640374_339551051,Ludwig,1429653008,12.47372337,41.874770815,0,0,#8f7e6c
tokyo,968429694474575747_43441590,Normal,1429665837,139.75995009,35.66199298,0,0,#a3967d
rome,968329400690868625_902479031,Normal,1429653881,12.4822315,41.87131134,1,0,#897b91
berlin,968398779240610785_273630957,Ludwig,1429662152,13.402113333,52.524278333,0,0,#866a5b
seoul,968475780078823246_479507744,Normal,1429671331,126.973569785,37.577580932,1,1,#79664d
seoul,968481671522253850_1701115990,Ludwig,1429672033,127.041226861,37.525400941,2,0,#b38460
seoul,968456520792469769_190504027,Normal,1429669035,126.983938333,37.579471667,36,1,#75756f
newyork,968479487699541384_24181366,Normal,1429671773,-74.063017,40.712025,0,0,#965f52
tokyo,968462136726759792_145233,Ludwig,1429669704,139.730987415,35.665684581,2,0,#868683
london,968439266347708341_1434723194,Mayfair,1429666978,-0.113692019,51.53155696,1,0,#9aa398
seoul,968462537823928895_290599399,Normal,1429669752,127.008963749,37.564703459,0,0,#7a7772
newyork,968435878768395173_198603823,Ludwig,1429666574,-74.025132541,40.754330971,0,0,#957468
london,967973973671399326_584390114,Normal,1429611511,-0.140359046,51.505850468,3,0,#646663
moscow,967873359216645555_1649397820,Hudson,1429599517,37.685858333,55.774345,0,0,#a79676
seoul,967939885582682073_339806440,Crema,1429607447,127.022514104,37.520341063,0,0,#736754
berlin,967979861963742675_1972416318,Normal,1429612213,13.392526204,52.513439441,1,0,#6e938e
tokyo,967968696577530086_1307088301,Normal,1429610882,139.730021871,35.730362272,0,0,#6c6b98
moscow,967926687410280532_363063445,Normal,1429605874,37.613066125,55.757121546,11,0,#887c6e
tokyo,967939679786306277_483182753,Normal,1429607423,139.759963294,35.695027673,0,0,#978787
seoul,967902940938529761_3163225,Normal,1429603043,126.983141667,37.568516667,5,0,#745b53
moscow,967912678373676171_1955615980,Normal,1429604204,37.661357427,55.742263856,6,1,#7c919d
tehran,967964095943527592_1701910754,Normal,1429610333,51.4349261,35.6844306,0,1,#80847d
paris,967935213582595857_196707988,Normal,1429606890,2.27991969,48.849863843,1,0,#7b9585
paris,967916321916114096_276306844,Normal,1429604638,2.306405873,48.856176911,0,0,#7f7276
newyork,967985058508103199_9704278,Normal,1429612832,-74.032691667,40.716521667,0,0,#5c7a94
london,967994210731729185_1166279903,Ludwig,1429613923,-0.140309441,51.509154341,0,0,#816d6d
london,967978451303217169_295917637,Normal,1429612045,-0.179722761,51.500150374,0,0,#5f8890
berlin,967911700691223865_21122368,Normal,1429604087,13.392526204,52.513439441,3,0,#4f7090
london,967974536199270284_1102184602,Normal,1429611578,-0.120522883,51.555880839,8,3,#767061
tokyo,967944565485036025_1093090087,Ludwig,1429608005,139.735970921,35.691152837,0,0,#a07760
seoul,967946927721962454_2564885,Normal,1429608287,127.021606326,37.523585252,2,0,#7a726d
london,968025505219574074_978052141,Normal,1429617654,-0.1419736,51.5242325,6,0,#8f7d7a
seoul,968009456135930252_229818295,Normal,1429615741,126.984844022,37.564497138,0,0,#907771
london,967896730767896640_18717987,Rise,1429602303,-0.119808333,51.503196667,2,0,#9095a1
rome,967988603530532956_211991045,Hefe,1429613255,12.456783839,41.902311822,0,0,#838795
newyork,968045217977718689_183966268,Amaro,1429620004,-74.046396979,40.721104979,0,0,#9f827b
seoul,968055227600704045_525851635,Normal,1429621197,126.995367613,37.537547076,0,0,#a77249
seoul,968058773703349482_358884724,Hefe,1429621620,126.9736691,37.5506214,11,0,#a17f64
london,968038582571369757_610625640,Valencia,1429619213,-0.152112146,51.516134149,0,0,#705759
rome,968016116976238289_30858630,Nashville,1429616535,12.477158131,41.91034433,1,0,#69757c
tokyo,967900583815914662_186288944,Mayfair,1429602762,139.770355,35.68163,0,0,#9e8662
seoul,968024380754664969_1670619902,Normal,1429617520,127.033581927,37.527844466,0,0,#9e978d
moscow,968094762329884495_1515706456,Normal,1429625910,37.630442361,55.769012382,3,1,#836a61
paris,968102919858380433_287732902,Normal,1429626882,2.331386667,48.862341667,2,0,#8d8072
seoul,968102159582339394_1322973175,Ludwig,1429626792,127.02117337,37.56328977,11,0,#89704e
newyork,968068108022258226_255095837,Normal,1429622733,-74.043673529,40.720139597,5,0,#778565
london,968087423672995137_40850,Aden,1429625035,-0.170313333,51.544666667,1,0,#70655d
newyork,968092050669302781_290825379,Ludwig,1429625587,-74.0413361,40.7409935,4,0,#8c7156
london,968068367936008547_1520371931,Normal,1429622764,-0.134303975,51.50964078,9,0,#8d9093
berlin,968079933670974183_232037327,Normal,1429624142,13.399811,52.531141,0,0,#767e95
tokyo,968063161091892633_6950392,Crema,1429622143,139.794942037,35.711267047,2,0,#82776e
london,968068636995153836_23069794,Amaro,1429622796,-0.102388833,51.521225,3,0,#9a7a7a
tokyo,968763214236540935_1787460567,Normal,1429705596,139.755633665,35.686339694,6,0,#ab8b69
rome,968116151143784385_1515773990,Crema,1429628460,12.523027515,41.88406828,0,0,#6b605d
london,968080182307254364_1006060315,Normal,1429624172,-0.130393286,51.489205741,0,0,#778097
london,968750310345699048_24053354,Normal,1429704057,-0.102893938,51.520672337,0,1,#7c392c
berlin,968762480791089832_1086394571,X-Pro II,1429705508,13.389508445,52.536693597,0,0,#7e6b58
seoul,968740823557339164_1423890893,Ludwig,1429702927,127.0420518,37.5471024,0,0,#a3806a
moscow,968060743363535682_1048618015,Normal,1429621855,37.6493,55.770991667,7,0,#8f7460
tehran,968765237160352791_952098110,Normal,1429705837,51.424744744,35.678673744,7,0,#949089
moscow,968070787973726570_216901743,Slumber,1429623052,37.657187858,55.733661007,1,0,#9d8c73
stockholm,968071265721932990_16256942,Normal,1429623109,18.049722222,59.342777778,79,1,#8d8b97
rome,968099371702582046_192761821,Normal,1429626460,12.491966667,41.891205,1,0,#8f7c61
rome,968770857890149142_243359795,Normal,1429706507,12.487400138,41.909345069,1,1,#806f6c
moscow,968753527823038834_306329893,Normal,1429704441,37.6200342,55.7666945,0,0,#938883
tokyo,968108837963989879_1674714255,Ludwig,1429627588,139.790181001,35.707062309,2,0,#7c4033
tokyo,968129121257598581_195069426,Normal,1429630006,139.793888334,35.718018524,1,1,#846f66
tokyo,968115128184123091_40791578,Normal,1429628338,139.716291315,35.687390769,0,0,#495562
moscow,968088565381537432_285723014,Normal,1429625171,37.6251608,55.7442674,4,0,#747474
rome,968126897821083158_225562072,Ludwig,1429629741,12.485634797,41.868519156,1,0,#a87955
london,968101878396229596_51993204,Hudson,1429626758,-0.154511077,51.522082217,15,0,#a49589
seoul,968074209560013859_2960682,Ludwig,1429623460,126.957353333,37.565753333,6,2,#89857c
moscow,968217951848828270_1025811730,Normal,1429640595,37.607779858,55.743736826,0,0,#7e856e
tehran,967974101392808455_1096324853,Normal,1429611526,51.42298769,35.67821124,1,0,#735f60
london,968104838457308249_1084711388,Normal,1429627111,-0.118612841,51.538806949,9,0,#8d8c84
tokyo,968098000140771569_5757567,Normal,1429626296,139.761125,35.672345,0,0,#888476
berlin,968114530404884842_231662903,Normal,1429628267,13.392526204,52.513439441,12,0,#8a8081
london,968124449524550144_4354609,Slumber,1429629449,-0.145834649,51.525897371,1,0,#7e8b7a
tokyo,968144119342653638_47069951,Normal,1429631794,139.798565253,35.691040118,0,0,#7b787b
paris,968742328105063830_21586428,Normal,1429703106,2.298398344,48.873033496,0,0,#705548
london,968200014775593637_261183721,Ludwig,1429638457,-0.134,51.557,9,0,#7c6a6b
rome,968744308665080934_1622512678,Normal,1429703342,12.503050297,41.89399948,0,0,#687883
rome,968743884677079774_39285151,Amaro,1429703291,12.503816667,41.881046667,0,0,#928a89
tokyo,968104267897587752_1536233,Normal,1429627043,139.734435261,35.678069482,0,0,#877163
rome,968151155999180229_1079738520,Ludwig,1429632633,12.524671352,41.917870305,0,0,#958879
paris,968191663093637872_1581863127,Normal,1429637462,2.33166544,48.866021184,2,0,#90848d
london,968096074947192778_40007904,Normal,1429626067,-0.138956192,51.51330331,47,0,#7b776b
london,968143007331493693_774456,Normal,1429631661,-0.152475,51.514136667,13,0,#7a656e
london,968766096096354340_3994343,Sierra,1429705939,-0.1402,51.5128,6,0,#836a64
moscow,968106092110273094_389507037,Normal,1429627261,37.633196186,55.765977643,0,0,#9b8380
seoul,968145500155822957_1350047959,Lo-fi,1429631958,127.0024383,37.56459938,0,0,#956d2f
tokyo,968736022043934960_2245879,Ludwig,1429702354,139.71005238,35.69804707,2,0,#92908f
rome,968759137616025187_867365276,Normal,1429705110,12.535578333,41.88257,6,0,#af9689
berlin,968114138126400151_470940941,Normal,1429628220,13.402110536,52.519327569,4,0,#817c75
moscow,968749562225208439_288929074,Ludwig,1429703968,37.657266455,55.725711858,0,0,#c0956b
london,968764023556500881_227259314,Normal,1429705692,-0.122928156,51.542210964,1,0,#929292
london,968142809398886154_181726134,Normal,1429631638,-0.109557761,51.522022476,157,0,#997f73
rome,968741897391894475_13506338,Normal,1429703055,12.490065209,41.915007863,0,0,#767a7f
berlin,968159978776630177_224733779,Normal,1429633684,13.402110536,52.519327569,1,0,#979997
london,968154471200084470_653461427,Normal,1429633028,-0.132574256,51.508071732,0,0,#686971
london,968119093008474848_1161420711,Normal,1429628810,-0.144927833,51.492016667,2,0,#939296
berlin,968156873479117681_28236237,Normal,1429633314,13.402110536,52.519327569,9,0,#646971
rome,968161889472965343_212926753,Normal,1429633912,12.473399282,41.864755865,0,0,#9d928e
tehran,968197428619090746_1447154709,Normal,1429638149,51.360208,35.6920393,5,0,#70625d
london,968194576583685727_1543772,Normal,1429637809,-0.127153117,51.512430187,6,1,#8f8274
london,968222995952562725_1437441915,Normal,1429641197,-0.140502833,51.513705,0,0,#8c7d71
stockholm,968192769432850963_1150212403,Normal,1429637593,18.024811184,59.313569786,0,0,#bea175
rome,968199182156259549_197564055,Aden,1429638358,12.480272467,41.901124994,0,0,#a39492
rome,968161937028403374_191707163,Normal,1429633918,12.498587095,41.904296623,3,1,#979290
london,968042909527398487_6618541,Normal,1429619729,-0.132936167,51.513783333,2,0,#9e8c68
newyork,968043922770111793_268278082,Normal,1429619850,-74.054358333,40.711455,1,0,#77889d
london,968234776143608180_248638597,Normal,1429642601,-0.1402,51.5128,2,1,#88686e
london,968220859888968596_209904999,Normal,1429640942,-0.142569645,51.514546362,2,3,#7f7c85
rome,968205860742519055_574735149,Normal,1429639154,12.4967171,41.8987447,6,0,#767c7d
seoul,968067991194667049_29966377,Normal,1429622719,126.976301557,37.561210986,0,0,#92888a
moscow,968226914018763668_291385999,Normal,1429641664,37.648146987,55.771992229,1,0,#77989c
moscow,968219674846292182_416564217,Normal,1429640801,37.6804,55.747,10,0,#85838a
london,968061637982468694_26462093,Normal,1429621961,-0.114097522,51.512276226,6,0,#74859e
stockholm,968225698748266030_494044828,Normal,1429641519,18.049722222,59.342777778,0,0,#76543c
london,968208003120382479_209867959,Normal,1429639409,-0.130664095,51.537765647,4,0,#72705c
berlin,968010769614623290_493082163,Mayfair,1429615897,13.392526204,52.513439441,3,0,#597595
london,968237154112440729_252628393,Inkwell,1429642884,-0.100563547,51.519110933,0,0,#999999
london,967951695571772782_7184792,Crema,1429608855,-0.123202587,51.517109859,0,0,#847872
tokyo,968282396619375475_1430764287,Normal,1429648278,139.792184743,35.731062732,0,0,#9b7d69
rome,968238731804964286_1115710156,Normal,1429643073,12.457184829,41.877028942,10,0,#8f8c68
tehran,968257415600547889_1832670137,Normal,1429645300,51.4326564,35.7156949,0,0,#939296
tokyo,968089971439884627_1328449789,Normal,1429625339,139.770291353,35.706595627,3,0,#787172
seoul,967933886242732276_1338926005,Normal,1429606732,127.030960713,37.516021114,10,0,#807b71
london,968102319017344726_928824270,Ludwig,1429626811,-0.12412197,51.510730972,1,0,#93936e
moscow,968237826784272058_174561190,Brannan,1429642965,37.649061514,55.776437715,1,0,#957f78
tokyo,968746634954260961_1424049975,Normal,1429703619,139.730987415,35.665684581,2,0,#a18354
paris,968237873132106293_176116947,Normal,1429642970,2.294525,48.858325,5,0,#7a818c
seoul,968286238568401444_496359401,Hudson,1429648736,127.025147167,37.585666667,0,0,#7e7586
paris,968229656500758432_1366793704,Normal,1429641991,2.340549096,48.873043428,592,13,#8f8789
london,968254397735328443_28178669,Amaro,1429644940,-0.131628967,51.527814985,3,0,#a3909d
london,968763920769235871_29412701,Normal,1429705680,-0.099390863,51.507826733,3,0,#6e5755
stockholm,968239117440741141_1698162,Normal,1429643119,18.054821645,59.345498353,1,0,#666364
london,968263052026790055_11498151,Ludwig,1429645972,-0.134922167,51.51085,2,0,#a47a61
moscow,968253517853591764_479313041,X-Pro II,1429644835,37.623626784,55.761483995,0,0,#7b7d78
paris,968226838604572028_178530408,X-Pro II,1429641655,2.306194845,48.840714237,1,0,#7f6e72
newyork,968259894060153056_3058485,Normal,1429645595,-74.0392305,40.716155,1,0,#8e7c6c
moscow,968233835719244886_261205974,Sierra,1429642489,37.633956028,55.784497451,0,0,#896a68
rome,968249558304745128_466518000,Normal,1429644363,12.503035305,41.901899328,1,0,#8b8777
paris,968250383280592828_201881236,Normal,1429644462,2.324276627,48.86383412,9,0,#795a53
moscow,968208776860863774_34173394,Aden,1429639502,37.6704057,55.7518032,0,0,#9f938c
paris,968160028493812393_218346731,Ludwig,1429633690,2.303567275,48.855434056,1,0,#7b6459
london,968234999396460763_189542073,Normal,1429642628,-0.135052421,51.513422581,7,2,#8b7451
rome,968255610602305596_176813757,Normal,1429645085,12.474751287,41.919297588,0,0,#6e7077
london,968211834448077970_341851752,Normal,1429639866,-0.134483333,51.516121667,0,0,#84838a
newyork,968241961681062849_262657081,Mayfair,1429643458,-74.035902992,40.713182157,0,0,#837168
paris,968237413531664053_186539878,Normal,1429642915,2.29592,48.87378,27,0,#8f8c86
berlin,968054555681645952_221261688,Lo-fi,1429621117,13.389988333,52.481511667,0,0,#6c848e
london,968241243246778497_292056749,Crema,1429643372,-0.1402,51.5128,0,0,#a89789
moscow,968098890056447149_1834289332,Normal,1429626402,37.632928463,55.771864769,1,0,#7c7b7d
london,968741547654027864_419251317,Normal,1429703013,-0.141953104,51.515058163,15,0,#8d95b5
stockholm,968255743468721355_143813028,Normal,1429645100,18.002083333,59.338596667,1,0,#7a7d79
rome,968255666704573728_320383032,Mayfair,1429645091,12.498015527,41.919366437,26,0,#68828a
berlin,968264132191566140_1464405493,Normal,1429646101,13.388900757,52.517004324,0,0,#a38974
berlin,968235572105567157_2124414085,Inkwell,1429642696,13.392526204,52.513439441,4,0,#737373
newyork,968241593596449880_365971220,Normal,1429643414,-74.048658731,40.747119972,7,0,#9b7897
rome,968222270162997750_1488128075,Ludwig,1429641110,12.510128333,41.877996667,1,0,#91836f
rome,968161320958870065_187410431,Normal,1429633844,12.523013333,41.889496667,5,0,#808080
london,968282018549748728_1454655915,Normal,1429648233,-0.165539989,51.516142781,4,0,#84837c
rome,968206928052250295_225562072,Valencia,1429639281,12.485634797,41.868519156,3,0,#967770
seoul,968296195123255155_268278012,Normal,1429649923,126.973569785,37.577580932,2,0,#96918f
berlin,968082405424794674_1428742466,Rise,1429624437,13.388398,52.507441,0,0,#9a9696
newyork,968102279489036275_1819518110,Normal,1429626806,-74.012320843,40.727523173,2,0,#8c796e
moscow,967942942284518983_942938524,Mayfair,1429607812,37.604771159,55.788076463,2,0,#8b635e
paris,968282139030477069_532859373,Normal,1429648247,2.319452329,48.879804718,2,0,#868687
paris,968207454655154042_1143481728,X-Pro II,1429639344,2.333902483,48.848770944,0,0,#5f4748
rome,968134228156130077_188762343,Normal,1429630615,12.486133575,41.892118916,0,0,#777562
london,968134048405208250_1525447510,Normal,1429630593,-0.168878443,51.518354645,0,0,#86878d
london,967915943089574294_671179771,Normal,1429604593,-0.136687505,51.534961175,3,0,#95918f
moscow,968201088424202089_30137802,Mayfair,1429638585,37.6757,55.798713333,1,0,#917d74
london,967996958601461178_1278146614,Normal,1429614251,-0.096037238,51.54453614,2,0,#8c4f59
moscow,967896359411667984_1764887068,Normal,1429602259,37.613280623,55.774013558,0,1,#887773
berlin,968004440789473977_237944213,Normal,1429615143,13.326558416,52.495788708,5,0,#a48069
tokyo,967950220082873866_28359928,Normal,1429608679,139.729985945,35.678865128,2,0,#7f8482
london,968235138773990884_38122862,Normal,1429642644,-0.156755331,51.510682616,1,0,#9a8e8f
london,967943733116999396_1587950068,Normal,1429607906,-0.1194193,51.5516461,2,0,#8a796f
tokyo,967960389900713075_185097958,Normal,1429609892,139.7857928,35.6974816,0,0,#8d9291
seoul,967944866711737068_621150259,Normal,1429608041,127.035517451,37.525509512,5,0,#8b7f79
seoul,967954127846322039_303262506,Normal,1429609145,127.022161167,37.522541667,64,0,#a9a099
london,967950902686663379_607432575,Mayfair,1429608761,-0.090145499,51.515461609,3,0,#a07556
moscow,967945313180493972_202242089,Normal,1429608094,37.634250243,55.757490984,4,2,#a19496
moscow,967970580097938993_23624364,Normal,1429611106,37.616296005,55.79117613,3,1,#72757a
seoul,967972022349634797_1232726,Normal,1429611278,126.983553405,37.564908807,0,0,#9f705d
london,968231396255688254_24723288,X-Pro II,1429642198,-0.135263549,51.554682604,0,0,#ad8663
moscow,967960857380893177_1814887795,Normal,1429609947,37.663532522,55.740665847,0,0,#817b51
moscow,967990759036341971_1433068634,Inkwell,1429613512,37.6804,55.747,2,0,#959595
paris,967975271943676773_1368596063,Normal,1429611666,2.277970816,48.880404355,4,0,#9b6757
rome,967998417046467848_2768196,Inkwell,1429614425,12.466767415,41.928761763,0,0,#868686
moscow,967987716094966341_456859621,Normal,1429613149,37.632410948,55.77218921,8,0,#90806f
paris,967998329470112099_862183891,Lo-fi,1429614414,2.330036667,48.846955,1,0,#ab6354
seoul,968005854635758048_1006161027,Normal,1429615311,127.023723275,37.508289374,0,0,#6f6558
moscow,967990843113829525_225802140,Normal,1429613522,37.5999122,55.75169907,1,0,#8e6e54
seoul,967977854519440495_1766596244,Normal,1429611974,126.976563251,37.570876479,0,0,#83807e
london,967999369578638255_316770601,Valencia,1429614538,-0.138905774,51.51322004,4,0,#947b65
paris,968008275063213282_1564464610,Normal,1429615600,2.307663821,48.869192974,3,3,#caa394
tokyo,967995459657961871_195086699,Inkwell,1429614072,139.7596447,35.662562424,0,0,#8a8a8a
tokyo,968008022422790160_343911,Normal,1429615570,139.707490285,35.690485791,0,0,#898579
seoul,967998467084184348_5747873,Normal,1429614431,127.040624293,37.527353573,0,0,#8c8983
london,968005027325080662_234035060,Rise,1429615213,-0.108203562,51.508308217,3,0,#ac9d95
berlin,968076542056806376_18123020,Hudson,1429623738,13.399863333,52.517825,0,0,#7086a9
tokyo,968003446719438960_1414491079,Normal,1429615024,139.730987415,35.665684581,6,0,#7a665e
rome,967940742446025489_404462017,Ludwig,1429607549,12.485089426,41.877329871,8,0,#aa7f63
tokyo,967944812599072273_34157452,Normal,1429608035,139.730987415,35.665684581,2,0,#8c5f4d
stockholm,968266044183778965_1319957404,Normal,1429646328,18.003379097,59.366389294,0,0,#767b7e
paris,967991654074859256_6197862,Normal,1429613619,2.314943704,48.875312573,1,0,#877561
paris,968003878640607293_49416207,Lo-fi,1429615076,2.26686467,48.863283247,6,0,#7c7b46
seoul,968002116087447350_426753582,Normal,1429614866,126.992138843,37.533787964,1,0,#a07c5d
rome,967997390641678756_1553358313,Slumber,1429614302,12.472331944,41.895456667,0,0,#7b6852
paris,967991307996083747_1392489460,Normal,1429613577,2.32357,48.868983333,0,0,#978c84
seoul,968001162410233498_1299912082,Normal,1429614752,127.020661045,37.5172308,2,1,#7b776b
berlin,967991044566313942_1297527201,Normal,1429613546,13.392526204,52.513439441,1,0,#8197a2
seoul,968007523945109628_888887517,Normal,1429615510,126.988735702,37.536538588,4,0,#a7a394
moscow,968007322289853344_23051043,Kelvin,1429615486,37.616090609,55.776491663,0,0,#ead044
seoul,968003300274030571_243108920,Normal,1429615007,126.98887,37.539171667,1,1,#a16086
london,967986496281827577_198974149,Lo-fi,1429613004,-0.125268239,51.516086823,0,0,#989676
tokyo,968002808471675773_52965567,Normal,1429614948,139.770016526,35.66555463,0,0,#957968
tokyo,968011715111816292_235332562,Ludwig,1429616010,139.730987415,35.665684581,4,0,#9b7a64
london,968003924804706974_244882759,Clarendon,1429615081,-0.155387151,51.526008198,1,0,#070c14
moscow,967990436822648234_1491454736,Willow,1429613473,37.661207603,55.775414881,2,0,#858184
tokyo,967984212197092092_222888177,Ludwig,1429612731,139.792184743,35.731062732,2,0,#a47f61
seoul,967992229585159048_604384287,Normal,1429613687,126.973569785,37.577580932,4,0,#655246
london,968033275972360869_1361496477,Amaro,1429618580,-0.1196305,51.50318,0,0,#78747c
tokyo,968028258032476781_1414491079,Normal,1429617982,139.730987415,35.665684581,6,0,#9d7468
tokyo,968197209365748469_1160044421,Normal,1429638123,139.787003333,35.694721667,0,0,#6c634a
seoul,968023223181238876_284135759,Normal,1429617382,127.003334028,37.500041575,20,0,#87726a
london,968028759613671855_1828977209,Rise,1429618042,-0.142473666,51.506136859,1,0,#836d64
stockholm,968200210069079468_182162064,Normal,1429638480,18.0096113,59.3665504,0,0,#99989d
moscow,968026201684179693_185662557,Normal,1429617737,37.61385215,55.762198394,12,0,#8e8282
rome,968044175365813957_211661068,X-Pro II,1429619880,12.468028333,41.88938,0,0,#817d84
london,968023232265853483_2081615517,Normal,1429617383,-0.123628755,51.514869835,1,0,#908571
seoul,968046024099713175_1333578155,Normal,1429620100,127.000314932,37.535805486,4,0,#767b7a
stockholm,968033927582229570_45056064,Normal,1429618658,18.049722222,59.342777778,1,0,#777668
rome,968017232038792230_251747114,Amaro,1429616668,12.457623578,41.907735334,0,0,#82726b
rome,968031017996413249_1607263865,Normal,1429618311,12.518605193,41.889845377,5,0,#848ba6
moscow,968139673044117630_49754217,Normal,1429631264,37.629878333,55.740978333,3,1,#837b79
tokyo,968004536838010230_225118212,Normal,1429615154,139.708897106,35.696111165,0,0,#71574e
moscow,968138797690130028_484606538,Lo-fi,1429631159,37.598668188,55.781809368,4,0,#877c6f
