city,Id,Filter,Created_Time,Longitude,Latitude,Likes,Comments,Average_Color
berlin,959346780189133891_39361442,Amaro,1428583069,13.344915601,52.532143477,0,0,#9a6f76
london,959357635612551475_10899009,Normal,1428584363,-0.180110331,51.517958879,5,0,#9fa096
paris,959362695745057146_7007379,Normal,1428584967,2.299698701,48.884834161,4,0,#948375
seoul,959363401413922090_639649706,Normal,1428585051,126.989841667,37.55843,4,1,#917664
moscow,959368578003112131_1487290771,Normal,1428585668,37.624584194,55.761943806,0,0,#9e9b8e
rome,959358742134713927_1427316722,Hefe,1428584495,12.466091667,41.898486667,1,0,#a68460
paris,959367966836885271_359978296,Ludwig,1428585595,2.332899957,48.881893761,3,0,#94877e
rome,959523479005549798_33384468,Normal,1428604133,12.48862,41.92487,0,0,#b69d95
moscow,959519801377266369_24040741,Normal,1428603695,37.612586667,55.752475,4,0,#616161
london,959519980330940735_1581415253,Normal,1428603716,-0.139775,51.536488333,0,0,#948e87
newyork,959526953506046944_308722303,Normal,1428604548,-74.042578445,40.720583397,13,0,#7cbbc5
moscow,959385217639595680_1687407766,Slumber,1428587651,37.605141667,55.733561667,0,0,#8d9b89
london,959372355091782933_330336238,Normal,1428586118,-0.11081973,51.50502359,1,0,#98a69e
london,959383250863828943_269828242,Willow,1428587417,-0.148363833,51.514891667,1,0,#726e70
newyork,959336342876592344_571879613,Normal,1428581825,-74.067711,40.708164,0,0,#7c6d61
moscow,959332062409093046_310560602,Normal,1428581315,37.630985257,55.727499947,1,0,#788bad
seoul,959326777883119571_410278986,Ludwig,1428580685,127.033897167,37.555971667,0,0,#957066
tokyo,959318156944744435_656434486,Normal,1428579657,139.765374928,35.722464545,2,0,#a79373
paris,959335530662949783_396243,Willow,1428581728,2.301228,48.8352181,8,0,#676464
newyork,959343262409528145_14726379,Sierra,1428582650,-74.055766258,40.770337894,0,0,#a28a94
london,959323506088012845_1698090954,Normal,1428580295,-0.129801959,51.501891646,0,0,#808c92
moscow,959336437688723878_12845409,Normal,1428581836,37.598802604,55.767702426,0,0,#7e6a6f
london,959529193440658081_353727415,Normal,1428604815,-0.125187978,51.513353355,817,10,#597ba6
london,959400105700667153_263779266,Crema,1428589426,-0.16168138,51.514464389,1,0,#8d837a
london,959408063965365556_1308599928,Normal,1428590375,-0.125236167,51.556245,2,1,#a59aa3
tehran,959351816954391837_372473146,Willow,1428583670,51.414058432,35.718526245,0,0,#a49fa1
tokyo,959334421949996577_1155337198,Ludwig,1428581596,139.755670013,35.666522165,1,0,#805e4c
berlin,959411880459885432_49231653,Normal,1428590830,13.400183333,52.531996667,4,0,#606357
tokyo,959396128977499155_1414506452,Normal,1428588952,139.764313333,35.670946667,0,0,#879799
seoul,959414622216839567_1494920823,Normal,1428591157,127.0141111,37.5788265,1,0,#6b6152
paris,959352293595540772_271963578,Aden,1428583727,2.283106807,48.843852656,3,0,#947c76
moscow,959396055840495275_1820174644,Normal,1428588943,37.6349337,55.7989442,1,1,#d9607b
london,959551163683789625_389983029,Normal,1428607434,-0.149499156,51.541260243,0,0,#a17b6f
london,959546436549126077_197285040,Normal,1428606870,-0.106288071,51.508851559,0,0,#9a9088
london,959531121093042643_1500107999,Normal,1428605044,-0.179982595,51.516589704,2,0,#7a7361
london,959541725960909272_10331067,Clarendon,1428606309,-0.100894517,51.504035844,16,0,#8c8d88
london,959417987240631226_323276605,Slumber,1428591558,-0.129937584,51.510702215,8,1,#8d725d
london,959400365546076493_1730429157,Normal,1428589457,-0.141399732,51.5126741,5,0,#a1764d
seoul,959423884131468428_619507976,Aden,1428592261,127.02060449,37.520052009,0,0,#ad918a
moscow,959411589778404589_1441842204,Normal,1428590795,37.627667529,55.73225547,0,0,#667372
stockholm,959367967313554788_1261836850,X-Pro II,1428585595,17.963394619,59.365393393,0,0,#746f6c
london,959546707108153699_4311265,Normal,1428606902,-0.116827669,51.541376513,101,7,#927b73
rome,959558366115294946_412700922,Ludwig,1428608292,12.467692729,41.919563185,3,0,#969492
tehran,959553586708625272_551498596,Normal,1428607723,51.382559738,35.694042695,0,0,#7b6a6c
berlin,959554325501878377_178493751,Normal,1428607811,13.368845,52.541386667,0,0,#97765f
rome,959570990703605445_196477588,Normal,1428609797,12.474676059,41.903253991,0,0,#935c39
newyork,959443378872027827_2444385,Normal,1428594585,-74.038054061,40.747511008,6,0,#956b68
seoul,959425711486753074_1807365725,Ludwig,1428592479,126.992039255,37.550171058,1,0,#897f7c
moscow,959436384407131984_1784857820,Normal,1428593751,37.668509617,55.779325463,1,0,#a09278
london,959437616543489694_183298638,Ludwig,1428593898,-0.162144313,51.49938371,1,0,#927466
rome,959443829053089445_250082456,Normal,1428594638,12.515871635,41.894735764,3,0,#95877e
tokyo,959437397355622473_1069216755,Normal,1428593872,139.7937642,35.7316185,0,0,#9a6a5a
seoul,959442568695862627_1230350084,Normal,1428594488,127.0283673,37.5239057,1,0,#9a9d96
london,959446035116496897_1025799517,Normal,1428594901,-0.121822832,51.506872354,0,0,#61574d
paris,959577335769365577_48450798,Normal,1428610554,2.310726671,48.834896763,4,0,#90826c
rome,959452856477296671_1421306033,Normal,1428595715,12.490341667,41.89943,0,0,#888687
london,959446911882996666_22377153,Rise,1428595006,-0.095396261,51.532494466,0,0,#81928f
london,959447441581901262_269537400,Slumber,1428595069,-0.1382396,51.51577,0,0,#8f8466
london,959574814777850484_244554013,Normal,1428610253,-0.150430496,51.518640298,2,0,#7b686f
berlin,959460820547850076_42742610,Valencia,1428596664,13.40278,52.5247,11,0,#7e6d6a
london,959588232470053175_40740367,Ludwig,1428611853,-0.120316183,51.506800394,0,0,#7c7c7f
moscow,959586152351481048_231764814,Normal,1428611605,37.681114042,55.75628216,0,0,#785e66
tehran,959453349009773935_1683639692,Normal,1428595773,51.428829879,35.692561135,12,0,#787c80
tehran,959559025135300474_1805033434,Normal,1428608371,51.3611699,35.6701972,0,0,#808b6a
london,959574561255303134_260642024,Normal,1428610223,-0.091368297,51.505795003,2,0,#928771
rome,959580381219398040_986985263,Normal,1428610917,12.492784232,41.894707204,3,0,#7b7f7e
berlin,959602663619527226_1319360991,Normal,1428613573,13.343664138,52.491214983,4,0,#7b908e
seoul,959363367058741272_1187235965,Crema,1428585047,126.991705603,37.539602706,1,0,#8d7b66
seoul,959363911470772740_249025731,Normal,1428585112,127.037535402,37.561357053,32,1,#6a6464
moscow,959584388374914767_330386592,Normal,1428611394,37.632272,55.789452,11,0,#858281
seoul,959368222325429841_346935084,X-Pro II,1428585625,126.995087869,37.533821581,0,0,#71797c
moscow,959589762141890132_1222736128,X-Pro II,1428612035,37.610781667,55.7651875,0,0,#77605f
paris,959362884394743462_497930700,Normal,1428584989,2.335511667,48.861161667,0,0,#7c7f82
tehran,959388841005242455_1758586493,Ludwig,1428588083,51.348793,35.6946208,1,0,#76665e
tehran,959446699762865284_1683639692,Normal,1428594981,51.428829879,35.692561135,10,0,#878884
paris,959455207378859947_181303532,Normal,1428595995,2.339757191,48.868327809,236,3,#78858f
london,959391070220583566_1553542943,Normal,1428588349,-0.171893221,51.553505666,12,2,#938485
london,959392874115418478_1671478121,Crema,1428588564,-0.177138193,51.511460853,0,1,#a08a79
rome,959381049060960379_25495329,Normal,1428587154,12.5197985,41.935310848,18,0,#737f6c
berlin,959471786329944791_174393371,Hudson,1428597971,13.339644732,52.485515902,0,0,#937a78
tehran,959461576589910893_320514551,Normal,1428596754,51.369799739,35.707575632,3,1,#937360
rome,959471091914163770_210309912,Normal,1428597888,12.472248839,41.881955858,0,0,#917f82
rome,959407024555724148_8257594,Normal,1428590251,12.495159556,41.898339474,0,0,#778195
paris,959399198756365567_1769497744,Normal,1428589318,2.337082038,48.851892519,0,0,#73624e
paris,959390904144735750_1515149714,Normal,1428588329,2.296591667,48.86422,0,0,#968d84
tokyo,959402442784310425_22024928,Crema,1428589705,139.733,35.707061667,0,0,#958075
paris,959405286215477536_51055089,Normal,1428590044,2.330403117,48.854036105,3,0,#8a9397
rome,959405873800281838_10064734,Perpetua,1428590114,12.464903333,41.937838333,0,0,#847d69
paris,959513559584721582_11043569,Normal,1428602951,2.334068539,48.864728963,1,0,#7f6e62
london,959508683933164750_720918912,Normal,1428602370,-0.168436667,51.521111667,5,0,#9d9078
moscow,959491294428912349_52915245,Lo-fi,1428600297,37.6492851,55.718656,8,0,#a78259
london,959513420339026039_17350453,Normal,1428602934,-0.162866667,51.48462,0,0,#95a297
stockholm,959503076359385550_13759843,Sutro,1428601701,17.961068336,59.365721728,1,0,#825f62
seoul,959516972503309625_484070294,Nashville,1428603358,127.017952833,37.514846667,0,0,#777572
stockholm,959613737934479130_14427774,Ginza,1428614893,17.963394619,59.365393393,0,0,#9d8a89
paris,959607977258091962_603266632,Normal,1428614206,2.331814835,48.869972703,2,0,#96887f
london,959469161440297071_253476487,Amaro,1428597658,-0.124231464,51.535367932,4,0,#84747a
rome,959535813798186294_1218698378,Inkwell,1428605604,12.507911667,41.90615,0,0,#959595
newyork,959652763524153459_1498181295,Normal,1428619545,-74.0196,40.757521667,0,0,#6d6263
london,959651185158235936_278362280,Ludwig,1428619357,-0.135247167,51.520266667,0,0,#826d5f
london,959658204714499487_15379862,Normal,1428620194,-0.155995388,51.502442499,36,4,#8a949d
rome,959555773399594258_196477588,Normal,1428607983,12.474676059,41.903253991,0,0,#936f3c
rome,959504890361386559_332658940,Hefe,1428601917,12.47217,41.89598,2,1,#99705a
moscow,959502217010137331_220721457,Normal,1428601599,37.69159175,55.76941761,3,0,#534961
paris,959500550060276493_1273062205,Normal,1428601400,2.3351766,48.8674067,0,0,#949693
moscow,959556473279191536_313448813,X-Pro II,1428608067,37.685286775,55.787049593,0,0,#946450
moscow,959598903721675792_248968026,Normal,1428613125,37.65089338,55.726976535,3,0,#555754
tehran,959600610054020594_1824835294,Normal,1428613328,51.420833333,35.713833333,1,0,#b67b46
moscow,959589588853800270_231764814,Normal,1428612014,37.681114042,55.75628216,0,0,#976c6a
london,959593793793017540_453423312,Amaro,1428612516,-0.1463195,51.541103333,1,0,#847280
rome,959615339183635358_43940925,Normal,1428615084,12.51035,41.894555,0,0,#a19172
paris,959553969074484590_570035012,Ludwig,1428607768,2.3303707,48.8523624,1,0,#68635b
berlin,959580884773470730_370872911,Normal,1428610977,13.329336292,52.505330531,1,0,#635757
london,959557311880155637_375459019,Normal,1428608167,-0.0878055,51.50698,2,0,#828377
rome,959601044233136729_267601801,Amaro,1428613380,12.456263946,41.901988856,0,0,#9c8c92
newyork,959591619549239067_37312852,Normal,1428612256,-74.0750195,40.695616667,0,0,#989089
london,959540904668236959_255193394,Normal,1428606211,-0.100794617,51.500450585,1,0,#8c8c8b
london,959528904965840731_18983414,Ludwig,1428604780,-0.124491288,51.526315259,1,0,#868175
moscow,959554375372579376_395589167,Normal,1428607817,37.645604415,55.757231223,4,0,#ad8882
moscow,959502975090153172_1423342932,Normal,1428601689,37.625053333,55.759996667,2,0,#8c8f92
tehran,959534668179888547_496130565,Amaro,1428605467,51.425927634,35.723837496,3,0,#927f9d
london,959627399141681855_312911177,Ludwig,1428616522,-0.140664177,51.539642368,3,0,#a08b8b
moscow,959606581276101541_220721457,Normal,1428614040,37.69159175,55.76941761,4,0,#5f707c
rome,959636945546224051_1491232023,Normal,1428617660,12.464156626,41.905119943,0,0,#7d6d7f
london,959614074021776164_1709795545,Normal,1428614933,-0.156667,51.532222,2,0,#90919a
tokyo,959595897032506040_300470733,Normal,1428612766,139.759156624,35.667000456,2,0,#a77d62
london,959597603318483057_1015831873,Rise,1428612970,-0.146404358,51.493680769,1,1,#9f8998
paris,959602745076253236_255224255,Normal,1428613583,2.306674258,48.89003555,0,0,#86876a
paris,959544809841676146_301267994,Normal,1428606676,2.3263761,48.8832148,6,0,#82858c
london,958880161739780278_261597763,Normal,1428527444,-0.127496919,51.514961248,3,0,#94877f
tokyo,958875362936739634_4438572,Aden,1428526872,139.769745,35.663495,0,0,#8d8370
moscow,958860910872606363_1673601132,Ludwig,1428525149,37.6236,55.781866667,0,0,#a07c62
paris,959577184851314799_15382161,Normal,1428610536,2.29532,48.857353333,0,1,#6b645d
london,959481364065135565_225558433,Mayfair,1428599113,-0.135108333,51.530516667,0,0,#9f785f
moscow,959437652058814954_1426391645,Normal,1428593902,37.67110081,55.778063457,0,0,#a48c73
tokyo,959451611406420834_276820913,Amaro,1428595566,139.797013022,35.695831824,1,0,#895f58
tokyo,958671173018056347_9252428,Normal,1428502531,139.766738449,35.743117585,1,0,#6f818e
london,958877907048612188_192691679,Ludwig,1428527175,-0.107286167,51.53482,0,0,#ae9463
rome,958735616671041356_510828152,Normal,1428510213,12.475573216,41.911638826,1,0,#ac7f5d
london,958759266683832173_233044976,Normal,1428513032,-0.104213543,51.546446965,1,0,#635f61
paris,958739150051900074_3486693,Normal,1428510634,2.327618552,48.858523919,9,0,#6a5f58
moscow,958637122518595342_673538660,Crema,1428498472,37.605975768,55.768793939,6,0,#827683
paris,958633058941873776_41982890,Inkwell,1428497987,2.297,48.864403333,0,0,#818181
paris,958632280917262527_1290219847,Normal,1428497894,2.28053933,48.862699242,13,0,#826259
stockholm,958679894308340976_1195590944,Normal,1428503570,18.02858,59.33554,3,0,#9a8c6f
london,958675985854788794_225116180,Normal,1428503104,-0.128302833,51.5247,16,0,#63545a
paris,958639091087830932_1739096530,Normal,1428498706,2.336024931,48.861508886,0,0,#6c6e6e
tokyo,958640693831584864_361661074,Ludwig,1428498897,139.769688829,35.685824079,2,0,#7e796c
london,958772287899421348_414878825,X-Pro II,1428514584,-0.139716667,51.514125,0,0,#7d766f
moscow,958786800121446838_188226183,Hefe,1428516314,37.603576109,55.764771007,1,1,#497d54
moscow,958781855515281963_555411281,X-Pro II,1428515725,37.686813333,55.736558333,1,0,#9b8374
stockholm,958777227175246498_214515237,Valencia,1428515173,18.046666667,59.347166667,1,0,#d57d90
berlin,958764640557281061_215841994,Normal,1428513673,13.39918,52.486313333,0,0,#78866f
seoul,958679445309714846_294407523,Normal,1428503517,126.967934353,37.536805493,21,0,#94928a
seoul,958683106124385449_188474,Normal,1428503953,126.990905,37.534936667,0,0,#a8954f
seoul,958657403453489881_1448492351,Slumber,1428500889,127.031369816,37.522849142,9,0,#a18d6e
moscow,958678387986568825_1820174644,Normal,1428503391,37.6349337,55.7989442,4,1,#8f7e79
berlin,958687925938690232_393705517,Normal,1428504528,13.37786519,52.474372805,1,0,#777679
moscow,958686928243824478_1820174644,Normal,1428504409,37.6349337,55.7989442,1,1,#9a9296
london,958813471533556946_288746912,Normal,1428519494,-0.145971552,51.515301017,0,0,#8c8a8b
berlin,958807727452761466_3603626,Crema,1428518809,13.407963548,52.526900375,11,0,#9e8161
tokyo,958799450647698363_243338205,Normal,1428517823,139.783536303,35.671436044,0,0,#8b6c56
paris,958786138956855148_1618391500,Normal,1428516236,2.295300216,48.847488403,3,0,#666658
london,958795069444976396_254442682,Normal,1428517300,-0.139111167,51.508838333,35,0,#8a8d9f
london,958787074071754494_231279636,Valencia,1428516347,-0.1776723,51.5400781,1,0,#95656c
paris,958799699209538527_50752225,Slumber,1428517852,2.252310545,48.841195561,2,0,#a3a16c
moscow,958809018083018064_197344576,Normal,1428518963,37.663333783,55.789327674,4,0,#89856b
london,958793922673667095_54169378,Normal,1428517164,-0.134433748,51.497626334,2,0,#bb898a
moscow,958820936404175329_555411281,X-Pro II,1428520384,37.686813333,55.736558333,0,0,#9b7573
stockholm,958694954703238727_367605748,Ludwig,1428505366,17.983371667,59.331496667,0,0,#977f68
paris,958700179299535790_1394744129,Amaro,1428505988,2.321596123,48.872883831,4,0,#8a888b
london,958696233916621489_226719,Inkwell,1428505518,-0.117077833,51.512208333,0,0,#6c6c6c
london,958691848100568859_1412901590,Normal,1428504995,-0.166119986,51.512258687,0,0,#947d75
tokyo,958628135541898862_392777782,Normal,1428497400,139.75795,35.65893,1,0,#7a7f84
london,958828924573317777_865686021,Normal,1428521336,-0.127786167,51.514738333,0,0,#a77570
moscow,958842266831163390_1389151666,Helena,1428522927,37.611460271,55.740904519,1,0,#3577a8
paris,958843097766894679_401288782,Normal,1428523026,2.325197383,48.869869141,0,0,#6b7189
rome,958882900889071894_1020278099,Normal,1428527771,12.455511806,41.907907263,24,0,#a28861
london,958846468869883236_545927080,Slumber,1428523428,-0.1254305,51.516696667,3,0,#b38365
paris,958822225551248671_638663794,Normal,1428520538,2.326509115,48.856324212,0,0,#807b70
rome,958881770331205882_1020278099,Normal,1428527636,12.455511806,41.907907263,0,0,#a58c61
london,958841602470010151_279681494,Normal,1428522847,-0.146404358,51.493680769,3,0,#928e8b
paris,958827010169592951_208723414,Mayfair,1428521108,2.319166667,48.858333333,2,0,#7a685e
paris,958849924748131326_2735365,Crema,1428523840,2.309236803,48.872343071,0,0,#9e8568
seoul,958627822017824740_3187928,Normal,1428497363,127.011557282,37.568704846,12,0,#928567
london,958852278895146845_1464136948,Amaro,1428524120,-0.110707113,51.513070906,10,0,#a9a4ab
moscow,958890564184459559_1269953089,Normal,1428528684,37.665296667,55.755745,0,0,#776d6d
london,958902194955844383_1611248037,Normal,1428530071,-0.129146522,51.48918203,7,0,#787476
paris,958877666918231279_285928546,Normal,1428527147,2.262386902,48.839541426,0,0,#869697
paris,958889440167530054_593600962,Normal,1428528550,2.255401164,48.835684201,2,0,#8c9c8b
rome,958851815524083754_52080841,Normal,1428524065,12.47609,41.88264,2,0,#81675a
london,958706978287448864_1356495187,Normal,1428506799,-0.122342066,51.533425056,0,0,#8d705b
paris,958720961338129290_28304589,Earlybird,1428508466,2.326576917,48.860023472,2,0,#a68f71
seoul,958711503079450683_30827153,Normal,1428507338,126.992295,37.535221667,0,0,#7b6675
paris,958708132477268662_586026403,Normal,1428506937,2.304202802,48.881878571,58,2,#929771
london,958903349984494860_212919224,Lo-fi,1428530208,-0.146404358,51.493680769,0,0,#615a67
london,958904566700709651_305848204,Valencia,1428530353,-0.131626095,51.510433157,2,0,#828395
seoul,958929590926090038_1455584262,Normal,1428533336,127.021072876,37.553880814,10,0,#84765f
tokyo,958930571964849026_4653717,Normal,1428533453,139.736908333,35.677616667,1,0,#696f71
tokyo,958959863765767850_1697736892,Normal,1428536945,139.766640886,35.683854428,0,0,#9d8985
seoul,958904092106241390_277636,Normal,1428530297,127.039452833,37.528641667,2,0,#908979
seoul,958915197845070363_1750874567,Normal,1428531621,126.992039255,37.550171058,11,1,#87857e
london,958930092560527841_9295043,Normal,1428533396,-0.138986394,51.520044075,0,0,#a0898f
london,958889941900038663_339652403,Aden,1428528610,-0.12556149,51.51153237,0,0,#998781
tokyo,958908713744508328_283344392,Normal,1428530848,139.768502541,35.68418506,2,0,#a59578
berlin,958943660702438675_214939612,Hudson,1428535014,13.326555,52.502891667,0,0,#9b7a69
london,958902369062618349_212919224,Valencia,1428530091,-0.146404358,51.493680769,1,0,#a36d87
berlin,958911038528289586_1697202941,Normal,1428531125,13.402633823,52.531218113,2,0,#8a5943
london,958945843441698285_1744052944,Normal,1428535274,-0.1657771,51.5216045,1,0,#737373
london,958660301256071155_601837244,Mayfair,1428501235,-0.13035,51.51604,3,0,#8e7787
seoul,958665726410104479_287180262,Normal,1428501881,126.986440016,37.560889609,2,0,#8b7c72
paris,958684412609619151_277854920,Ludwig,1428504109,2.281731515,48.876322459,0,0,#918975
london,958650756905723526_506890408,Normal,1428500097,-0.146404358,51.493680769,5,1,#886470
rome,958681652924641428_1073869219,Normal,1428503780,12.457582408,41.902830742,8,0,#646c7e
paris,958935832108528792_306088644,Amaro,1428534080,2.341697673,48.848247033,1,0,#9d8380
newyork,959007766536037456_44673624,Normal,1428542656,-74.032668914,40.736080686,1,1,#886d68
paris,958934971392229194_306925542,Lo-fi,1428533978,2.333158917,48.868336755,2,0,#7385a5
tokyo,958945708914144027_1814078483,Normal,1428535258,139.778555917,35.72116471,0,0,#766567
seoul,958717093659766846_458288035,Normal,1428508005,126.990663582,37.560852141,0,0,#7e6a5f
tehran,958735017168023580_234875459,X-Pro II,1428510141,51.41981621,35.715011319,0,0,#7a463a
paris,958746598751873190_1191143593,Normal,1428511522,2.326681402,48.869542234,1,0,#81685d
rome,958733527310401972_50856535,Crema,1428509964,12.4716197,41.8974211,4,0,#6c5650
moscow,958749164714525965_1554145192,Normal,1428511828,37.61127283,55.740962592,6,0,#4a61a3
seoul,958745936083506176_1479601748,Normal,1428511443,126.985798085,37.563638497,10,0,#7a7579
london,958725577450254434_398030059,Mayfair,1428509016,-0.151186167,51.527308333,1,0,#9a7d77
moscow,958727772934504148_3416022,Normal,1428509278,37.625044373,55.759113824,54,0,#867068
seoul,958717132346709153_1479601748,Normal,1428508009,126.985798085,37.563638497,2,0,#7c8168
london,958704024374590199_1142386389,Normal,1428506447,-0.1680608,51.5537181,4,1,#a4776a
seoul,958707514893377226_1387263558,Normal,1428506863,127.004194318,37.532812275,1,0,#b6a290
london,958783341451882238_53454938,Slumber,1428515902,-0.167672277,51.487924928,1,0,#7a6c6a
london,958791795452938664_45625513,Normal,1428516910,-0.12556149,51.51153237,6,0,#83707c
newyork,958767583429926198_54025006,Normal,1428514024,-74.039274948,40.779016516,1,1,#957a50
london,958773696670576781_248785619,X-Pro II,1428514752,-0.09283463,51.512047394,1,1,#918282
paris,958847390998433328_465844450,Ludwig,1428523537,2.260866249,48.824214027,1,0,#8f7764
tehran,958780877848548681_1733481636,Normal,1428515608,51.403264733,35.699594067,4,0,#8e7868
paris,958864954483313656_1546995801,Normal,1428525631,2.3197327,48.8458648,0,0,#6d5635
berlin,958831897471603631_1254051779,Normal,1428521690,13.40286961,52.52834514,1,0,#77647d
tehran,958828929944773569_1250138703,Normal,1428521337,51.363937632,35.700457352,2,0,#676157
tehran,959099012403115363_1370238532,Normal,1428553533,51.4217015,35.7140413,0,0,#75796a
seoul,959094113846691557_1799650000,Normal,1428552949,126.98498647,37.562621373,5,0,#69554b
seoul,959044343601613393_1633633,Normal,1428547016,126.98220059,37.578917772,7,0,#69675d
tokyo,959105849912808657_1460890852,Normal,1428554348,139.767091137,35.673994304,4,0,#967a69
seoul,959083474336770039_178814760,Normal,1428551681,126.970596667,37.570146667,2,0,#8f8271
tehran,959036051186865697_1683639692,Normal,1428546028,51.428829879,35.692561135,1,0,#8e5855
tokyo,958982540113563364_221934434,Normal,1428539649,139.745044128,35.659379009,0,0,#7a6f7e
tokyo,958974128292532472_1248232723,Normal,1428538646,139.74555662,35.701456822,1,0,#6f6b63
tokyo,959084136388619782_591847554,Ludwig,1428551760,139.775075532,35.672943276,0,0,#977348
seoul,959065478262051054_362817451,Normal,1428549536,127.027361781,37.583418701,0,0,#848b88
tokyo,959111189424827398_253594410,Normal,1428554985,139.736933252,35.661165915,0,0,#8a5f47
rome,959055723709640832_41765299,Normal,1428548373,12.496031659,41.902126099,0,0,#868189
moscow,958738345830725569_1593584684,Normal,1428510538,37.653602175,55.808598585,3,0,#828076
london,959140507211314467_845300,Normal,1428558480,-0.15438793,51.518357315,3,0,#7a7060
tokyo,959145396042766799_378836317,Ludwig,1428559062,139.782912401,35.685742255,0,0,#b0685d
seoul,959024679480864564_8494746,Normal,1428544672,127.002874799,37.54300091,3,0,#877f7b
seoul,959024016696815690_280614619,Ludwig,1428544593,127.030288419,37.523728363,1,1,#a98758
seoul,959086507134062856_339121571,Ludwig,1428552042,127.027977833,37.524413333,4,1,#9e7f63
moscow,958741546693155190_39270885,Normal,1428510920,37.615983356,55.755806761,4,0,#858aa3
seoul,958742883914461026_550172538,Normal,1428511079,126.991408972,37.541996637,0,0,#95897e
london,958767386717231244_353160165,Normal,1428514000,-0.144681989,51.495862426,3,1,#948c8d
london,959163576230460727_988438,Normal,1428561230,-0.102382652,51.512858372,1,0,#988174
tokyo,958765454522236355_1184003502,Normal,1428513770,139.776475,35.720245,0,0,#8d8f94
seoul,958742456186918796_1479601748,Normal,1428511028,126.985798085,37.563638497,2,0,#887c77
tokyo,959150862453037641_31235373,Amaro,1428559714,139.73182909,35.663092586,0,0,#9e9f8d
seoul,959033390813689627_15773084,Slumber,1428545710,126.978075957,37.55379982,0,0,#948b6e
tokyo,959111107827090930_34872704,Normal,1428554975,139.744902711,35.694395651,3,0,#779146
tokyo,959141806096694327_37181966,Hudson,1428558634,139.773286027,35.714238619,0,0,#877f86
tokyo,959177136289414941_1783483390,Ludwig,1428562846,139.739038333,35.672025,0,0,#a28870
seoul,959148155629872950_3084744,Normal,1428559391,127.037535402,37.561357053,2,0,#9d7d77
moscow,959132240179979231_308570855,Lo-fi,1428557494,37.630361099,55.724582984,0,0,#8d8480
seoul,959148553607287979_815941508,Nashville,1428559439,127.006188276,37.564841029,1,0,#808e81
berlin,959239289244379725_647290153,Lo-fi,1428570255,13.3364574,52.51461112,0,0,#786f68
seoul,959204748484714259_985994902,Normal,1428566138,127.023551194,37.5205201,4,0,#908480
moscow,959217378406366565_1437864798,Normal,1428567643,37.6349027,55.7522829,1,0,#67657a
seoul,959192019213109088_248866424,Normal,1428564620,127.003969625,37.500656117,1,0,#977c6c
moscow,959224539951190790_1576222099,Normal,1428568497,37.615743778,55.768122972,0,0,#a07b72
tehran,959188558888900632_1821953141,Normal,1428564208,51.3883381,35.7140653,9,0,#7c6f7d
paris,959205673015486649_22502089,Perpetua,1428566248,2.305676463,48.856811661,1,0,#8a8984
moscow,958902633023600597_226100956,Rise,1428530123,37.605446763,55.765898622,1,0,#947277
london,958913683236022278_1421400729,Ludwig,1428531440,-0.121216913,51.531394735,0,0,#817c70
paris,958931030025621997_1746109531,Normal,1428533508,2.314724543,48.838623954,2,0,#79817f
london,958828388549655170_865686021,Normal,1428521272,-0.127786167,51.514738333,0,0,#987e70
london,958805975835401685_1024343126,Valencia,1428518600,-0.099791667,51.503688333,0,0,#a19291
moscow,958839322707083231_321707158,Normal,1428522576,37.628908579,55.741262613,4,0,#927b67
london,958845756710941143_24117395,Normal,1428523343,-0.1407445,51.566721667,0,0,#7c7672
rome,958908623783478240_326602831,Normal,1428530837,12.447018791,41.918920119,7,0,#b2a590
newyork,958987021634971069_373024296,Normal,1428540183,-74.049838091,40.721133198,0,0,#795745
tokyo,959096157472970995_1693816941,Ludwig,1428553193,139.708053333,35.711655,1,0,#bb784b
newyork,959042722174423382_1666907131,Normal,1428546823,-74.025672798,40.746847738,1,0,#a17270
moscow,959076420051867156_1436867372,Normal,1428550840,37.623061667,55.719495,2,0,#8d7d76
london,958991096434741548_221814179,Normal,1428540669,-0.131378793,51.548657129,11,0,#95877f
rome,959310288754563637_361926525,Normal,1428578719,12.496695287,41.878315348,0,0,#957f7c
london,959308654269831035_11618460,Normal,1428578524,-0.115627428,51.514476219,0,0,#8c7f6d
moscow,958873366505159172_29857013,Earlybird,1428526634,37.603705,55.751003333,3,0,#8c6d73
london,958855233388179355_201432074,Rise,1428524472,-0.103554929,51.487750149,1,0,#84756c
stockholm,958858068378976359_399964031,Valencia,1428524810,17.963797176,59.36678557,0,0,#967470
moscow,959309035773386887_14366559,Normal,1428578570,37.601104162,55.766678749,0,0,#8b7e7a
newyork,959309904819164861_176529260,Mayfair,1428578673,-74.034173906,40.767638958,2,0,#618a93
london,959309203698499225_188843470,Normal,1428578590,-0.164844523,51.483729378,4,1,#7b6f6c
london,959296937834923576_325614432,Normal,1428577128,-0.12405375,51.51322125,3,0,#987f74
london,958904804736894248_212919224,Valencia,1428530382,-0.146404358,51.493680769,5,0,#a89a8c
london,958875371299486583_181152893,Aden,1428526873,-0.120797895,51.516413933,1,0,#a67e6d
london,959289249757874668_317747769,Normal,1428576211,-0.153964246,51.513663163,3,0,#ad9791
london,958901116632318633_208591551,Aden,1428529942,-0.1641,51.499486667,12,4,#a58c7b
seoul,959299040850532440_1449099405,Normal,1428577378,126.97957,37.574646667,1,0,#877a4a
