id,geometry,POSTCODE,vvd,d66,gl,sp,cu,cda,pvda,pvv,sgp,50p,Total,Scaled,index1,Region
14,"POLYGON ((120682.2084044834 488849.468640486, 120624.6723096627 488717.3976567622, 120529.7871253924 488515.6331813869, 120466.9147180243 488461.3962960853, 120426.2647875954 488443.3538439985, 120079.3375051809 488313.9208003944, 120065.2012048931 488257.7040817813, 119973.0112899843 488064.0805851702, 119914.3749167088 487949.0065892819, 119830.5456574254 487802.3036722933, 119782.909507147 487826.0660731689, 119681.0879064181 488293.2901161537, 119695.169580438 488303.6314460756, 119709.6683638656 488307.0679684267, 119669.6589178731 488481.3671129245, 119683.6616384946 488484.9016427247, 119854.9626417041 488533.6697734218, 119780.5907503869 488846.7109326399, 119778.0052415466 488869.0985410195, 119914.312230448 488874.6003034016, 119927.1838349295 488875.0954669651, 120154.5272163462 488878.7277553532, 120584.9558677913 488895.6182644573, 120682.2084044834 488849.468640486))",1051,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.375,14,0
15,"POLYGON ((119830.5456574254 487802.3036722933, 119796.4419411841 487736.5156661344, 119628.7835659447 487425.8378039431, 119444.5636181371 487657.9635589965, 119435.2117348295 487744.1035996901, 119318.0977661586 488266.3889845053, 119261.4940321772 488466.5020250833, 119229.2591157048 488573.5443337391, 119189.4333482426 488668.8151976767, 119173.9212677529 488685.9220799672, 119169.9043401434 488857.7622305587, 119449.4492452137 488861.394945949, 119604.4035800062 488865.0266412586, 119778.0052415466 488869.0985410195, 119780.5907503869 488846.7109326399, 119854.9626417041 488533.6697734218, 119683.6616384946 488484.9016427247, 119669.6589178731 488481.3671129245, 119709.6683638656 488307.0679684267, 119695.169580438 488303.6314460756, 119681.0879064181 488293.2901161537, 119782.909507147 487826.0660731689, 119830.5456574254 487802.3036722933))",1051,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.375,15,0
29,"POLYGON ((118332.7141363575 487119.4962146728, 118453.6189556708 487154.4813131673, 118688.9378411223 487217.4656366825, 118887.7322314709 487272.0886793502, 118945.106854801 486976.3744176243, 118988.6211208196 486514.925577668, 118881.5778791033 486498.5877826274, 118821.9507249901 486462.7230823659, 118653.0249081395 486427.2975390835, 118543.8914303215 486407.9343717244, 118438.2782099079 486410.5738173325, 118438.7173617257 486519.4316059076, 118469.1361549571 486520.4219711833, 118468.3101390819 486630.4348851159, 118425.7335405543 486784.4526256502, 118332.7141363575 487119.4962146728))",1057,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.416666666667,29,0
31,"POLYGON ((116317.1382132839 488811.1484107258, 115860.8011654077 488813.4549492865, 115528.339633971 488811.4719975351, 115178.110882653 488809.4338943186, 114655.3257513897 488785.1717703952, 114184.5769205285 488785.3329411315, 112545.7571127278 488785.9246183597, 112251.0365243062 488787.7042527378, 112251.035265799 488787.8174329708, 112251.0351894265 488797.0185136652, 112251.1351380045 488804.7194189752, 112224.5292490957 489113.6554872686, 112223.5290817731 489118.7560781774, 112216.0278123259 489158.760715613, 112213.4273885771 489170.6620922391, 112212.1271264786 489182.6634912289, 112210.8609754285 489195.0425267534, 112740.8081172834 489192.0939180531, 112764.7907446101 489236.6493472461, 112927.9411366634 489236.265635228, 112980.1968969257 489329.0619615959, 115174.9162781729 489316.2083912914, 115945.2875642917 489314.729517475, 115962.669836526 489302.6832447301, 116332.756102945 489300.7060395246, 116332.537577714 489119.6797751741, 116563.2364466847 489115.0611198018, 117024.6891422518 489111.7645076705, 117200.3812351406 489095.3190135142, 117200.3821617387 488983.6558980951, 117196.9170846918 488940.7508303219, 117199.7785572599 488806.3700700763, 116897.845779724 488811.7582326997, 116317.1382132839 488811.1484107258))",1043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,31,2
37,"POLYGON ((115544.252980705 486840.0405819344, 115557.7852560209 486769.6324233554, 115609.5470194953 486734.0986732891, 115643.7622040366 486624.5810906072, 115628.8007491773 486574.5800958353, 115667.0865063022 486457.3616420649, 115706.8016684677 486433.3791501814, 115790.9090381822 486209.3385254226, 115844.2124711551 485995.8038828156, 115938.8256763493 485829.3001016652, 116156.5373103441 485899.2175136632, 116180.5251926763 485912.3068269006, 116190.7563964172 485921.3279700575, 116207.0383964827 485925.5085942047, 116291.3094822686 485858.6764343765, 116290.7048215432 485808.6755571389, 116291.2561883528 485652.2371889893, 116256.1619190243 485638.2102546047, 116409.6903115926 485131.21696782, 115866.8824204496 485138.0883357471, 115580.9024262332 485048.3704607667, 115261.2583424033 484944.5156505642, 115074.2301457348 485525.9324038904, 114968.1192713968 485840.9535333987, 114898.7545053103 485973.2435029538, 114813.3266921262 486230.8380576006, 114703.4751913638 486565.0014055077, 115544.252980705 486840.0405819344))",1068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,37,2
43,"POLYGON ((117330.6097162489 485816.1099365808, 117919.8433252103 485819.4151458642, 118348.6218922663 485821.5089005989, 118345.4888648893 485536.5204048033, 118060.2782646304 485531.4024697436, 118066.7167870634 485203.7840460373, 118120.678541135 485202.5193390793, 118121.2839923419 485157.2490273956, 118120.3493218076 485103.4527018056, 118121.9486676699 484603.6640192523, 118121.9493439927 484522.1444456156, 118091.4208669908 484481.3844089602, 117840.5895221726 484481.2173369148, 117842.6799746072 484458.169647311, 117869.1437911411 483794.0218674758, 117899.0682079009 483712.3925260151, 117926.296916812 483675.4834143107, 117956.2208918214 483647.1003259448, 117991.3704669374 483625.0980296726, 118041.2618519225 483607.0013126888, 118111.2307012482 483594.295393065, 118205.1273906916 483599.6867945444, 118210.4084029042 483557.2218508221, 117940.6548253642 483541.1577570651, 117825.9654215953 483549.73782629, 117713.5860774544 483585.9311572464, 117630.6353799436 483625.8651682942, 117537.6180406667 483712.0595296633, 117478.6499331993 483801.0594991181, 117415.8308489229 483949.796452461, 117376.9946284991 484114.5954883886, 117356.4192723235 484450.2997447221, 117344.3670507041 485139.2555574126, 117334.2419197688 485605.2151980388, 117330.6097162489 485816.1099365808))",1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,43,2
51,"POLYGON ((120976.7384824824 486044.1415649142, 120942.5246447509 485991.3350827759, 120924.979440449 485751.6167852763, 120920.5799984153 485618.061063836, 120932.7375534285 485493.1964987891, 120935.5434917295 485422.348201068, 120906.6649247327 485417.28737018, 120587.790896132 485318.2731300468, 120608.198827944 485272.2878965233, 120636.0326964453 485225.257601087, 120697.4206418686 485192.2542278215, 120755.3430506344 485171.7372926275, 120883.7292319818 485155.2364062127, 120911.4527070902 485153.971484719, 120911.8399956123 484883.8897688609, 120899.464234645 484789.168543282, 120895.9442341021 484736.1972934392, 120722.2857727092 484948.300780974, 120404.1252323807 485042.3042154112, 120045.9195434271 485153.6893635787, 119911.9777180074 485164.1394941723, 119829.4675846506 485142.6862990971, 119777.3201009418 485259.2445610467, 119680.3962047774 485474.2640200788, 119650.8573034079 485499.5667498814, 119647.1717584135 485509.7429148338, 119615.982225512 485586.3116520039, 119572.196794246 485581.4157185383, 119574.7817408558 485626.7960693452, 119488.0886084885 485903.8628995793, 119507.7811068822 485899.3525310789, 119542.8751681798 485938.4624116551, 119790.9003189523 486040.3364069461, 119797.3912528673 486025.5397222862, 120072.1498444989 486115.3675219163, 120245.531731156 486088.965840913, 120255.7079622784 486093.8614992109, 120266.6542869023 486099.0872025882, 120254.7725515411 486129.2856519809, 120285.0812196935 486143.697592799, 120298.1731660668 486106.2933070227, 120616.881803564 486249.9727916857, 120641.6900019625 486238.1466059167, 120751.4838124189 486227.3662390179, 120850.5517994007 486154.2634647604, 120896.2628276774 486116.1993686712, 120976.7384824824 486044.1415649142))",1071,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.125,51,5
53,"POLYGON ((119462.1879034943 484995.871049878, 119829.4675846506 485142.6862990971, 119911.9777180074 485164.1394941723, 120045.9195434271 485153.6893635787, 120404.1252323807 485042.3042154112, 120722.2857727092 484948.300780974, 120895.9442341021 484736.1972934392, 120851.1723727406 484286.0240581699, 120781.5886677397 484287.1236174239, 120728.0669435443 484291.4136829278, 120710.9597582117 484297.1342146471, 120704.909176807 484276.0666909334, 120678.5058593922 484278.2117266103, 120662.0587296294 484287.1776448686, 120652.8175099696 484294.988486498, 120641.3759998276 484304.669529737, 120623.1685615696 484324.306686811, 120627.1290063206 484330.3574298465, 120627.8439893697 484343.1739408714, 120638.5152431152 484352.8001587589, 120622.8381178761 484372.8223817861, 120613.2120275935 484359.2357073381, 120597.4800675019 484358.52049451, 120565.4107723746 484393.1743016298, 120566.4557907366 484406.7058993377, 120577.5121605889 484408.1361578537, 120578.6122387548 484415.2870066565, 120573.2215682765 484414.9019172881, 120567.5558009149 484422.0527106765, 120563.9803185004 484426.3431852721, 120551.1087660597 484419.5772852752, 120547.918339978 484422.8776467465, 120541.1524921688 484423.1526236308, 120540.4373649318 484427.7181539506, 120524.4851939128 484449.1155362315, 120359.0806502276 484313.2482255078, 120231.6847765765 484307.5815168321, 119838.6057954819 484290.4712889782, 119642.5066608884 484245.639418494, 119584.6921750633 484518.1959541375, 119654.110750819 484530.1879307921, 119602.8973764407 484768.2004638579, 119559.9902887392 484976.2345444067, 119475.2797937305 484965.2325588166, 119462.1879034943 484995.871049878))",1077,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.75,53,2
54,"POLYGON ((120911.4527070902 485153.971484719, 120883.7292319818 485155.2364062127, 120755.3430506344 485171.7372926275, 120697.4206418686 485192.2542278215, 120636.0326964453 485225.257601087, 120608.198827944 485272.2878965233, 120587.790896132 485318.2731300468, 120906.6649247327 485417.28737018, 120935.5434917295 485422.348201068, 120932.574212443 485290.7177176055, 120912.8272529073 485229.4403592637, 120911.4527070902 485153.971484719))",1071,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.125,54,5
55,"POLYGON ((120895.9442341021 484736.1972934392, 121234.7868197919 484707.2116646317, 121505.9158922266 484684.3862048918, 121493.155338619 484558.8613585901, 121826.7722471024 484532.7910298681, 122013.5207484725 484513.1002473409, 122095.9764184148 484469.0407485194, 122183.4922134326 484486.1484747078, 122183.823549606 484485.7023672854, 122270.1312669426 484097.1434997708, 122201.3177585301 484086.141643898, 121961.8726949507 484103.0266650913, 121755.6517793094 484120.4070167799, 121632.2719430764 484050.1627566177, 121658.8406534253 484003.1324510701, 121646.1903083578 483854.1198475901, 121941.0823353163 483833.1097960086, 121926.3976150616 483578.0997278257, 121914.681192373 483573.0940439853, 121764.5673354741 483584.8091900157, 121759.3417216616 483580.0785916607, 121343.4928766666 483203.4459547392, 121133.5852668522 483369.5637437376, 120988.8612450539 483482.3808072961, 120800.5718687693 483584.3612415388, 120778.3490592007 483588.2665181665, 120804.8603476085 483832.3854040443, 120825.5428739035 483839.4264003082, 120851.1723727406 484286.0240581699, 120895.9442341021 484736.1972934392))",1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,55,2
56,"POLYGON ((122577.5580838298 484893.2545148487, 122587.1845441489 484862.2309502576, 122668.3761254418 484689.2362987507, 122698.6856531801 484600.0160689652, 122629.5421427328 484584.2836547273, 122183.823549606 484485.7023672854, 122183.4922134326 484486.1484747078, 122095.9764184148 484469.0407485194, 122013.5207484725 484513.1002473409, 121826.7722471024 484532.7910298681, 121493.155338619 484558.8613585901, 121505.9158922266 484684.3862048918, 121586.44599078 484680.2063736906, 121818.0795489912 484727.1287819207, 122119.1866023337 484796.6044081997, 122493.3427245072 484873.3414861274, 122577.5580838298 484893.2545148487))",1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,56,2
58,"POLYGON ((120851.1723727406 484286.0240581699, 120825.5428739035 483839.4264003082, 120804.8603476085 483832.3854040443, 120778.3490592007 483588.2665181665, 120229.9853086813 483614.9951666826, 119693.3935216692 483582.3719422302, 119478.0967192943 483569.9387196105, 118919.2821424986 483538.8554951899, 118919.5009648471 483684.127557257, 118939.3010337967 483974.1217755289, 118930.0041314406 484063.3971837817, 119052.0091606853 484089.6362638691, 119279.3525743897 484089.3080862396, 119571.3829167603 484228.2567948247, 119642.5066608884 484245.639418494, 119838.6057954819 484290.4712889782, 120231.6847765765 484307.5815168321, 120359.0806502276 484313.2482255078, 120524.4851939128 484449.1155362315, 120540.4373649318 484427.7181539506, 120541.1524921688 484423.1526236308, 120547.918339978 484422.8776467465, 120551.1087660597 484419.5772852752, 120563.9803185004 484426.3431852721, 120567.5558009149 484422.0527106765, 120573.2215682765 484414.9019172881, 120578.6122387548 484415.2870066565, 120577.5121605889 484408.1361578537, 120566.4557907366 484406.7058993377, 120565.4107723746 484393.1743016298, 120597.4800675019 484358.52049451, 120613.2120275935 484359.2357073381, 120622.8381178761 484372.8223817861, 120638.5152431152 484352.8001587589, 120627.8439893697 484343.1739408714, 120627.1290063206 484330.3574298465, 120623.1685615696 484324.306686811, 120641.3759998276 484304.669529737, 120652.8175099696 484294.988486498, 120662.0587296294 484287.1776448686, 120678.5058593922 484278.2117266103, 120704.909176807 484276.0666909334, 120710.9597582117 484297.1342146471, 120728.0669435443 484291.4136829278, 120781.5886677397 484287.1236174239, 120851.1723727406 484286.0240581699))",1077,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.75,58,2
59,"POLYGON ((118919.5009648471 483684.127557257, 118919.2821424986 483538.8554951899, 119478.0967192943 483569.9387196105, 119693.3935216692 483582.3719422302, 120229.9853086813 483614.9951666826, 120230.2607820019 483562.0789546127, 120244.7830863821 483503.0571421814, 120363.2700004769 483249.0382813195, 120407.716392537 483148.046785251, 120413.3273095216 483122.0287757532, 120415.3082815581 483034.6785339692, 120415.8068393806 482613.219044182, 120415.533101265 482456.9456902145, 120414.103553096 482380.9267513766, 120415.8099771187 482234.9396216968, 120419.3314710283 482107.8747290226, 120310.0878354001 482105.893601893, 120315.920986348 481813.8643562516, 120315.105271761 481805.5123396356, 120193.4857770228 481802.8620617919, 119956.0561480738 481797.7595187305, 119947.9551373612 481797.5594289107, 119932.2531784277 481797.1592533708, 119719.3511309428 481792.4742616517, 119704.9248110101 481792.1568049184, 119514.7010697335 481788.4548130325, 119445.0923824591 481787.0540787566, 119259.669241952 481783.2521145591, 119200.7618920117 481781.8514679213, 119153.7560268927 481780.7509539608, 119153.7560210853 481781.4510361705, 119138.8541621433 481781.0508672085, 119128.752901465 481780.8507610341, 119122.8521648895 481780.7507009903, 119122.5521273944 481780.7506985345, 119113.951054192 481780.5506046414, 119107.6502684525 481780.3505295752, 119101.9495568739 481780.2504711704, 119092.8484211795 481780.0503731834, 119084.2473479772 481779.8502792902, 119075.446249778 481779.6501837585, 119067.1452140709 481779.450092321, 119059.3442408559 481779.2500049762, 119053.3434917821 481779.1499441161, 119048.7429185153 481778.9498829678, 119036.7414211976 481778.6497495021, 119030.5406471271 481778.5496869965, 119025.8400605325 481778.449636779, 119024.3398730568 481778.4496244978, 119024.0398355616 481778.4496220389, 119015.0387148547 481777.9494896425, 119014.7386773595 481777.9494871849, 119008.5379032891 481777.8494246877, 119000.7369300741 481777.6493373443, 118996.6364184698 481777.5492920387, 118993.1359818558 481777.4492516394, 118985.5350336377 481777.2491659362, 118984.9349586474 481777.2491610259, 118979.2342478985 481777.0490908749, 118974.6336746322 481776.8490297287, 118972.9334629891 481776.7490040703, 118967.9328397289 481776.5489396513, 118966.4326522533 481776.5489273719, 118961.1319923276 481776.248848745, 118960.2318798422 481776.2488413797, 118948.030357528 481775.9487062743, 118935.6288110466 481775.5485577923, 118930.0281144556 481775.1484649713, 118929.0279919605 481774.8484215487, 118924.3274136623 481773.748253883, 118923.627327833 481773.5482246658, 118923.3272911674 481773.4482104698, 118922.027140303 481772.0480354026, 118921.0270269339 481770.6478627943, 118920.4269693658 481768.5476112525, 118919.6269017341 481764.6471466728, 118919.3269106981 481759.0464865295, 118918.3269292392 481741.7444465618, 118910.3259310276 481741.544357581, 118895.2240470905 481741.1441869982, 118880.4221998187 481740.8440306094, 118880.3221873204 481740.8440297891, 118873.9213890833 481740.6439539141, 118866.2204275374 481740.5438791394, 118859.8196284707 481740.4438150025, 118859.4194482257 481756.1456556035, 118857.9192599204 481756.2456550672, 118847.0178909598 481757.0456597906, 118847.1178769101 481760.246036429, 118847.3177782923 481775.1477879864, 118847.417751798 481779.8483407883, 118841.9478155117 481779.7115486151, 118831.4157553755 481779.4481628377, 118833.8149577351 481911.7637203638, 118843.7117150194 482451.8272219526, 118844.4115934368 482477.0301873332, 118843.1106792947 482567.6408173559, 118842.3104739416 482580.3423023864, 118839.9099798409 482603.7450309926, 118837.1094954815 482619.9469107132, 118832.6087629736 482640.4492815415, 118828.4080704495 482660.651619583, 118823.7074821943 482660.7515928586, 118815.0060297829 482704.7566893187, 118810.4052316776 482731.6598109914, 118809.7051441887 482731.6598052641, 118779.9014113614 482732.6596787672, 118743.496847001 482734.4595922031, 118679.3888056441 482738.0594903029, 118610.5801743738 482741.9593851685, 118576.8759466428 482743.8593324602, 118559.5737761198 482744.8593083032, 118546.8721830129 482745.5592865601, 118513.4679927778 482747.4592363159, 118475.8632718018 482750.0592339141, 118451.0601589201 482751.6592188368, 118412.5553262886 482754.1591973282, 118368.7498270932 482757.1591911677, 118323.944201255 482760.3592003114, 118299.6411492069 482762.1592128262, 118279.7386537264 482763.1591673955, 118270.8375363898 482763.7591650212, 118269.5373772293 482763.3591074006, 118267.5371430251 482761.4588678805, 118252.63554875 482729.1549523803, 118248.1350676307 482719.3537645662, 118247.5350125524 482716.9534777879, 118245.8348581574 482709.9526417371, 118245.3348047919 482708.8525084534, 118244.3346831265 482708.4524532947, 118240.2341939231 482705.6520908845, 118238.9340331032 482705.4520567575, 118235.933663129 482704.8519617335, 118225.7324082041 482702.4515963771, 118158.0240845123 482685.8490926644, 118104.3174873679 482672.0470323976, 118081.3146608579 482666.2461629641, 118072.8135487126 482672.2467980816, 118062.2121624853 482679.6475804347, 118062.0121358291 482679.84760229, 118061.1120183653 482680.4476653921, 118039.7092184244 482695.5492637, 118031.208106279 482701.5498988191, 117994.7033361103 482726.6525480216, 117984.7021119909 482723.5521020946, 117980.3015736771 482722.1519016614, 117973.0006803771 482719.8515717898, 117964.2996154182 482717.1511834853, 117960.6991729432 482716.2510483175, 117949.2977738465 482713.1505909346, 117939.4965714054 482710.4501936211, 117907.2926224245 482701.3488613382, 117859.7867968671 482687.946898824, 117825.0825445546 482677.7454168946, 117815.4813696001 482674.7449859878, 117795.5789338621 482668.5440949664, 117786.6778405886 482666.2437520078, 117766.6753865445 482660.7429423865, 117759.4745065733 482658.3426015849, 117756.5741549063 482657.042425174, 117752.173628209 482654.2420603224, 117743.9726506343 482648.5413237656, 117688.1659992907 482609.6362984655, 117688.2660333615 482607.0359939246, 117690.1664699601 482583.0331907524, 117691.2667177931 482569.7316377189, 117692.9671152897 482547.4290325765, 117694.9675718535 482522.526124528, 117697.1680857723 482493.7227600754, 117697.4683995581 482460.4188515741, 117697.3686152276 482432.9156209903, 117682.5667762542 482431.6153472004, 117681.7668488448 482410.8128977767, 117671.3655622892 482409.2126247627, 117595.7562263595 482395.6104088674, 117530.0481128362 482383.8084853941, 117476.5415066917 482374.1069084026, 117431.8359854697 482366.2056148184, 117387.8305533968 482358.1043034869, 117358.3269111847 482352.7034279046, 117305.8204258796 482343.5019178392, 117245.2129348467 482333.5002475496, 117192.6064312381 482324.9988188976, 117138.6997651521 482316.4973796165, 117105.7956955105 482311.3965114707, 117077.8922416598 482307.3958134235, 117054.3893327585 482303.9952218426, 116992.1816450781 482293.5934915332, 116966.9785303436 482289.392792094, 116949.4763638765 482286.8923553102, 116938.6750273311 482285.2920790418, 116930.1739765882 482283.8918450794, 116891.7692270085 482277.8908262549, 116862.8656523257 482273.3900613176, 116843.3632417009 482270.1895259682, 116824.7609410721 482267.2890332138, 116797.1575296983 482262.6882671769, 116777.3550807494 482259.587741116, 116770.7542649862 482258.4875579351, 116767.153821684 482257.6874345304, 116752.7520634104 482252.6867295054, 116738.3503101155 482247.0859540047, 116733.4497142919 482245.0856790338, 116710.4469060541 482237.0845513203, 116680.343152353 482236.0841876372, 116662.940984281 482235.283951345, 116656.0401227259 482235.183883157, 116647.038997876 482235.1838095299, 116627.1365082187 482235.4836819776, 116613.6348167952 482235.9836302633, 116561.8283293842 482237.5833944407, 116520.123107624 482238.7831942644, 116487.2189857172 482239.9830660771, 116423.3109868405 482241.4827195493, 116376.5051251784 482242.9825129053, 116349.7017756277 482242.9822936921, 116345.6012673452 482242.4822014328, 116340.2006007335 482241.4820398163, 116336.7001782279 482239.681799792, 116333.2997765181 482236.8814431315, 116331.0995239585 482234.1811080374, 116326.6990263073 482227.880332144, 116322.998602868 482223.1797498879, 116322.1985078599 482222.5796728786, 116320.9983611991 482222.1796160851, 116318.5980628989 482221.9795729628, 116308.3967897296 482221.7794660404, 116273.4924303055 482221.4791453483, 116272.1922678272 482221.4791347142, 116263.290953015 482245.8819275755, 116257.8901768745 482258.083316229, 116249.3889618409 482276.4854076971, 116240.9877750708 482292.987276829, 116233.1866732477 482308.2890099481, 116219.6847976173 482330.9915655289, 116201.7823430186 482357.1944961838, 116187.6804172904 482376.8966945302, 116173.7785414518 482393.5985421771, 116157.7763873824 482412.2005957949, 116155.4760791767 482414.7008705995, 116139.7739783677 482431.402703522, 116128.1724298191 482443.3040062472, 116116.3826571594 482453.8798710011, 116203.6005442687 482601.4131901366, 116336.7708145684 482766.7636967069, 116552.3421211517 482843.0594193089, 117167.3186938668 482876.7834096075, 117483.6630867823 482893.672980817, 117840.4919882861 482976.9556803375, 118072.2345192756 483149.2928147971, 118213.0500384481 483399.8483911153, 118216.8999816155 483464.7010386494, 118210.4084029042 483557.2218508221, 118205.1273906916 483599.6867945444, 118287.8024952768 483627.0806881154, 118618.6135653587 483659.7572327273, 118919.5009648471 483684.127557257))",1082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,59,2
61,"POLYGON ((122153.9966148512 485922.4769202707, 122224.0201823821 485944.5900911326, 122267.5304556771 485964.3927733999, 122306.3100565685 485993.9865668451, 122362.8016182048 486054.0540844526, 122402.9014643865 486073.9667517196, 122528.6500375098 485729.3523086216, 122575.0768764821 485604.3230049928, 122701.9785813356 485502.3420678148, 122747.7994818954 485481.3299755632, 122805.3917896744 485468.018884232, 122831.3003112467 485433.8050783372, 122858.36384669 485415.3231295332, 122874.5908581761 485417.3034951047, 122882.0168277219 485412.2979680888, 122919.4767992775 485377.3141664506, 122866.5058577932 485295.5191259912, 122837.4078395199 485220.9851339672, 122827.8923848292 485132.4246551338, 122832.5139650951 485011.520493651, 122937.7979623778 484910.2544635303, 122950.3946780185 484893.2025641506, 122882.2965764735 484843.9162177507, 122721.4024305711 484728.0162876815, 122668.3761254418 484689.2362987507, 122587.1845441489 484862.2309502576, 122577.5580838298 484893.2545148487, 122530.8559709946 485047.1622074865, 122419.2451241805 485276.0981799007, 122289.8671363337 485495.4628828464, 122238.8750507419 485581.4375622819, 122153.9966148512 485922.4769202707))",1091,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,61,4
62,"POLYGON ((122402.9014643865 486073.9667517196, 122431.835035545 486079.3576219575, 122511.9801170812 486071.4373485036, 122540.9687028719 486075.893109367, 122572.267490692 486090.8001166324, 122613.522300557 486132.4953516836, 122634.8648610144 486145.3670383205, 122749.5540784753 486159.2846127979, 122792.9544019138 486171.3863897992, 122863.3629331838 486203.6757591278, 122898.7872274577 486219.6829294448, 122951.8137237891 486235.4152117585, 123031.737334519 486239.4584541468, 123089.6057906046 486253.8985119209, 123133.4602365274 486285.2460426423, 123173.7928816874 486339.9158792792, 123181.7236656238 486350.6658477137, 123200.0036624972 486365.3975120733, 123225.7467884209 486376.3990151787, 123318.8182700966 486394.4418971639, 123350.9421519229 486410.4490404836, 123360.7332893181 486420.8453417633, 123433.9481557944 486334.4307927124, 123471.9588599566 486219.4125956873, 123490.7717338276 486156.3753463575, 123558.2664625049 486000.3775781916, 123649.5798183312 485765.9407930251, 123140.1631835179 485521.4329011167, 123010.8425923919 485452.6737658088, 122908.1452855398 485389.0854560525, 122919.4767992775 485377.3141664506, 122882.0168277219 485412.2979680888, 122874.5908581761 485417.3034951047, 122858.36384669 485415.3231295332, 122831.3003112467 485433.8050783372, 122805.3917896744 485468.018884232, 122747.7994818954 485481.3299755632, 122701.9785813356 485502.3420678148, 122575.0768764821 485604.3230049928, 122528.6500375098 485729.3523086216, 122402.9014643865 486073.9667517196))",1091,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,62,4
67,"POLYGON ((125422.8141451201 488452.3608560736, 125587.7247577619 488451.977163793, 125805.1120595295 488435.8070478828, 125890.526442332 488410.1202041145, 125888.645897188 488402.8713647122, 125916.2433522129 488371.9929642872, 125863.6431903151 488352.4902420425, 125835.3352304739 488320.4862507579, 125822.8338780749 488295.1706747529, 125812.9343692762 488275.1682441427, 125790.3302729271 488240.0701862577, 125792.7294837922 488182.9697492071, 125759.428770549 488143.9648947067, 125512.4009609255 487774.7007466749, 125585.4113492922 487622.277192957, 125600.1164271074 487608.4006837453, 125606.61729682 487601.4936758216, 125665.5270924554 487119.6250626533, 125696.4503415687 486920.2318721314, 125655.8363898997 486869.8819006474, 125613.4263329234 486840.5631092615, 125582.4025725727 486826.4812008541, 125545.4380086607 486819.7701094222, 125425.6880710141 486816.4137329496, 125365.0157011932 486790.780224637, 125237.9502566629 486738.3030189996, 124987.2289407196 486736.2107169371, 124903.8385201246 486736.1000200335, 124531.1669473748 486735.9869506229, 124026.0388659935 486730.4821623029, 124009.7624897027 486730.1684038789, 124036.1594980632 486806.7762059729, 124097.1604860693 487003.9748670838, 124094.0242072928 487110.9074006449, 124058.4331294217 487307.4451923847, 124033.0745196109 487360.58122537, 123922.5097860197 487471.033291639, 123758.6768384708 487528.0566459484, 123539.9885479589 487643.865455117, 123453.3093329737 487689.9801608275, 123301.7500592965 487730.1226332644, 122791.9122042841 487867.4905885659, 122653.9091124355 487848.8362665164, 122599.814172781 488232.1448441004, 122991.5667688092 488275.8251853805, 123203.232870432 488318.1268889079, 123996.4859361164 488447.0685369996, 124394.1306067982 488449.9871403996, 124448.0373628534 488447.6773111558, 124788.9699803189 488446.469965283, 125422.8141451201 488452.3608560736))",1019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,67,1
